accession_id	language	author	title	title_en	year	pages	description	subject_narrow	subject_broad	origin	bio_chrono	category	location	condition	registrar	donation_no	acquisition_date	donor	notes	source_pages
G-B-2701	de	היידנהיים וולף	מחזור לחג השבועות		1868		עם תרגום אשכנזי | וולף היידנהיים הקים ב 1839-את ההוצאה לאור ב- | Rödelheim | Geordnet und übersetzt von W. Heidenheim | mit deutscher Uebersetzung	No Image		Druch und Verlag von J .Lehrberger ,Rödelheim		ספרי קודש	ספרי קודש		נילי דוידסון	2007.460		גד יעקבי ,נהריה		4213
G-B-2702	de	צווייג ארנולד		Die Sendung Semaels	1918	141	Jüdische Tragödie in fünf Aufzügen	No Image		Kurt Wolff Verlag ,Leipzig		דרמה	דרמה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4222
G-B-2703	de	צווייג ארנולד		Erziehung vor Verdun	1955	498	Der 2. Roman des Grischa - Zyklus	No Image		Aufbau -Verlag ,Berlin	לא סומן בקטלוג כמצוי בספריה	פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4223
G-B-2704	de	צווייג ארנולד	Zweig Arnold		1925	203		No Image		I.M.Spaeth Verlag ,Berlin	לא סומן בקטלוג כמצוי בספריה	פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4224
G-B-2705	de	צווייג ארנולד	Zweig Arnold		?	135	Geschichten von Kindern und jungen Leuten	No Image		Mitteldeutscher Verlag ,Halle a.d.Saale		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(				אקסליבריס :יוליוס & אירמה לוי / אמנותי .על האקסליבריס כתוב בית מרקחת ,בגרמנית) .אמן לא מזוהה( | Exlibris: Aus den Büchern julius Levy's	4225
G-B-2706	de	צווייג ארנולד		Herkunft und Zukunft	1929	?	Zwei Essays zum Schicksal eines Volkes	No Image		Phaidon Verlag ,Wien		היסטוריה יהודית	הסטוריה יהודית Z /		מרים פולין )מתוך קטלוג גדעון בוטש(				אקסליבריס:יוליוס & אירמה לוי / אמנותי .על האקסליבריס כתוב בית מרקחת ,בגרמנית) .אמן לא מזוהה( | Exlibris: Aus den Büchern julius Levy's	4226
G-B-2707	de	צווייג ארנולד	Zweig Arnold		1928	301		No Image		Welt -Verlag ,Berlin		חברה / אמנות הבמה	חברה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4227
G-B-2708	de	צווייג ארנולד		Junge Frau von 1914	1986	283		No Image		Fischer Verlag ,Frankfurt a.M		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4228
G-B-2709	de	צווייג ארנולד		Pont und Anna	1928	209		No Image		Gustav Kiepenheuer Verlag ,Potsdam		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4229
G-B-2710	de	צווייג ארנולד		Ritualmord in Ungarn	1914	125	Jüdische Tragödie in fünf Aufzügen	No Image		Hyperion Verlag ,Berlin		דרמה	דרמה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4230
G-B-2711	de	צוייג סטפן		Albert Schweizer - Genie der Menschlichkeit	1961	239	Feschotte et.al.:Grabs Jacques / Rudolf	No Image		.Fischer Verlag ,Frankfurt a.M		ביוגרפיה	ביוגרפיה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4231
G-B-2712	de	צוייג סטפן		Amok - Novellen einer Leidenschaft	1925	295		No Image		Insel Verlag ,Leipzig		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4232
G-B-2713	de	צוייג סטפן		Angst	1947	87		No Image		Humboldt Verlag ,Wien		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4233
G-B-2714	de	צוייג סטפן		Balzac	1947	574		No Image		Berman -Fischer Verlag ,Stockholm		ביוגרפיות	ביוגרפיות Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4234
G-B-2715	de	צוייג סטפן		Die Augen des ewigen Bruders - Eine Legende	?	63		No Image		Inselbücherei 349,Insel Verlag ,Leipzig		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4235
G-B-2716	de	צוייג סטפן		Die Heilung durch den Geist	1931	143	Mesmer - Mary Baker - Eddy - Freud	No Image		Insel Verlag ,Leipzig		ביוגרפיה	ביוגרפיה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4236
G-B-2717	de	צוייג סטפן		Die Welt von Gestern	1941	453	Erinnerungen eines Europäers	No Image		Hamish Hamilton Verlag ,London		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4237
G-B-2718	de	צוייג סטפן		Die Heilung durch den Geist II	?	444 - 147		No Image		ohne Verlag		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4238
G-B-2719	de	צוייג סטפן	Zweig Stefan		1923	377	Casanova - Stendhal - Tolstoi	No Image		Insel Verlag ,Leipzig		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(				אקסליבריס :פאול )פאבל( למברג / | ראה תמונה בG.B.0744- | Exlibris: Paul (Pavel) Lamberg / siehe Abbildung in G.B.0744	4239
G-B-2720	de	צוייג סטפן		Drei Meister Balzac - Dickens - Dostojewski	1923	219		No Image		Insel Verlag ,leipzig		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4240
G-B-2721	de	צוייג סטפן		Erstes Erlebnis	1927	207	Vier Geschichten aus Kinderland	No Image		Insel Verlag ,Leipzig		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4241
G-B-2722	de	צוייג סטפן	Zweig Stefan		1919	124		No Image		E.P.Tal Verlag , Leipzig / Wien		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4242
G-B-2723	de	צוייג סטפן		Jeremias	1918	216		No Image		Insel Verlag ,Leipzig		דרמה	דרמה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4243
G-B-2724	de	צוייג סטפן		Jeremias	1919	216		No Image		Insel Verlag ,Leipzig		דרמה	דרמה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4244
G-B-2725	de	צוייג סטפן		Joseph Fouche - Bildnis eines politischen Menschen	1929	332		No Image		Insel Verlag ,Leipzig		ביוגרפיה	ביוגרפיה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(				אקסליבריס :פאול )פאבל( למברג / | ראה תמונה בG.B.0744- | אקסליבריס :וורנר אנגל ,נהריה  /ראה תמונה בG.B.0713- | Exlibris: Paul (Pavel) Lamberg / siehe Abbildung in G.B.0744 | Exlibris: Werner Engel, Nahariya / siehe Abbildung in G.B.0713	4245
G-B-2726	de	צוייג סטפן		Kleine Chronik	?	92		No Image		Insel Verlag ,Leipzig , Inselbücherei408		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4246
G-B-2727	de	צוייג סטפן		Maria Stuart	1935	524		No Image		Wien / Leipzig / Zürich ,Herbert Reichner Verlag		ביוגרפיה	ביוגרפיה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(				אקסליבריס :מעזבון לאו וארנה בלוך | Exlibris: Aus dem Nachlass von Leo und Erna Bloch	4247
G-B-2728	de	צוייג סטפן		Marie Antoinette - Bilder eines mittleren Charakters	1949	510		No Image		Bermann -Fischer Verlag ,Amsterdam		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4248
G-B-2729	de	צוייג סטפן		Romain Rolland - Der Mann und das Werk	1921	266		No Image		.Rütten und Loening Verlag ,Frankfurt a.M		ביוגרפיות	ביוגרפיות Z /		מרים פולין )מתוך קטלוג גדעון בוטש(				"אקסליבריס :ד""ר מקס קרמר / ראה תמונה | בG.B.0980- | Exlibris: Aus dem Nachlass von Dr.Max Kramer / siehe Abbuldung in G.B.0980"	4249
G-B-2730	de	צוייג סטפן		Schachnovelle	1945	117		No Image		Bermann -Fischer Verlag ,Stockholm		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4250
G-B-2731	de	צוייג סטפן	Zweig Stefan		?	78		No Image		Insel Verlag Leipzig		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4251
G-B-2732	de	צוייג סטפן		Tersites	1919	118		No Image		Insel Verlag Leipzig		דרמה	דרמה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4252
G-B-2733	de	צוייג סטפן		Triumph und Tragik des Erasmus von Rotterdam	1935	228		No Image		Herbert Reicher Verlag ,Wien		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4253
G-B-2734	de	צוייג סטפן	Zweig Stefan		1927	273		No Image		Insel Verlag ,Leipzig		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4254
G-B-2735	de	צוייג סטפן	Zweig Stefan		1946	374		No Image		Bermann -Fischer Verlag Stockholm		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג גדעון בוטש(					4255
G-B-2736	de	צאבל הרמן		Stimmen aus Jerusalem - Zur deutschen Sprache und	2006	431	Hrsg.: Zabel Hermann unter Mitarbeit von Andreas | Disselnkötter & Sandra Wellinghoff	No Image		Lit Vrlag ,Berlin Deutsch-Israelische Bibliothek		מחקרים בספרות / שפה	מחקרים בספרות Z /		נילי דוידסון	2007.463		,Manfred Zabelגרמניה ,אחיו של העורך		4256
G-B-2737	de	מאייר באטה		Die Verfolgung und Ermordung der Hamburger Juden	2006	232	Hrsg.: Meyer Beate	No Image		Freie und Hansestadt Hamburg		קהילות	קהילות H /		נילי דוידסון	2007.464		מרים פולין ,כפר ורדים		4257
G-B-2738	de	דקר בריגיטה		Heimweh nach Bielefeld	2007	263	Vertrieben oder Deportiert: Kinder aus jüdischen | Familien erinnern sich. | Hrsg.: Brigitte Decker	No Image		Hans Gieselmann Verlag ,Bielefeld		קהילות	קהילות B /		נילי דוידסון	2007.466		קלרי קרן ,נהריה		4258
G-B-2739	de			Der Jude / Sonderheft Erziehung	1926		מאמרים לנושא חינוך. | בין הכותבים :זיגפריד להמן ,ברגמן ,ארנסט סימון ,הרב | לאו בק ועוד	No Image		Jüdischer Verlag ,Berlin		עיתונות	עיתונות		מרים פולין )מתוך קטלוג נילי דוידסון(					4259
G-B-2740	de			Der Jude	1923		בין היתר מאמרים של :נחום גולדמן -ציונות ,משה | ביילינסון ,אריה טרטקובר ,הרמן כהן ועוד	No Image		Jüdischer Verlag ,Berlin		עיתונות	עיתונות		מרים פולין )מתוך קטלוג נילי דוידסון(					4260
G-B-2741	de				2005	125	תמנות אוירה לתקופות Gründerzeit &Biedermeyr | Hrsg.Jüdisches Museum, Berlin	No Image		Dumont					מרים פולין )מתוך קטלוג נילי דוידסון(					4261
G-B-2742	de			Zwei - Berlin Geschichten	2003		Zwei -Magazin des Jüdischen Museums Berlin | Hrsg.Jüdisches Museum, Berlin	No Image				קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(					4262
G-B-2743	de		תל אביב ברלין	Tel Aviv Berlin - ein Reisebuch	2010	ללא ציון עמודים	"פרויקט של אמנים ישראלים וגרמנים .כיצד רואה הישראלי | את ברלין וכיצד הגרמני את תל אביב .הספר מבוסס על | ציורים וקרטונס ,שמלווים בטקסטים .לספר מצורפים שני | תקליטורים )בעטיפה אחת( האחד  DVDכ 58-דקות ,השני | תקליטור שמע .החומרים בתקליטורים זהים לספר. | הפרויקט בוצע במסגרת ""קרן פורום העתיד גרמניה- | ישראל"" | Stiftung deutsch-israelisches Zukunftsforum"	No Image		Avant Verlag ,Berlin		חברה / חינוך	חברה T /		נילי דוידסון			הועבר מרותי אופק	בסרטון ה DVD-ניתן לשמוע חלק קטן מהטקסטים המרואיינים בעברית.	7114,7115
G-B-2744	de			Zwei - Architektur	2003		Zwei -Magzin des Jüdischen Museums ,Berlin | Hrsg. Jüdisches Museum, Berlin	No Image				ארכיטקטורה	ארכיטקטורה		מרים פולין )מתוך קטלוג נילי דוידסון(					4264
G-B-2745	de			Zwei - Libeskind Special	2003		Zwei -Magazin des Jüdischen Museums ,Berlin | Hrsg. Jüdisches Museum, Berlin	No Image				ארכיטקטורה	ארכיטקטורה		מרים פולין )מתוך קטלוג נילי דוידסון(					4265
G-B-2746	de				1997	136		No Image		Thorsten Reiß Verlag Wiesbaden		קהילות	קהילות W /		נילי דוידסון	2011.714		רות פבזנר ,בת ים		7102
G-B-2747	de				2004	147	יומן שנכתב בעת הסרטת סרט .הכותבת ,של | חיימן,השתתפה בסרט | Tedeska Torres Filmtagebuch von 1947 | Hrsg. Jüdisches Museum, Berlin	No Image		Dumont		חברה	חברה T /		מרים פולין )מתוך קטלוג נילי דוידסון(					4267
G-B-2748	de	מונר גרשון		Eins Zwei Drei Alle	1983	93	בספר זה מגולל גרשון מונר ,מדריך תיירים ,את עבודתו | עם קבוצות גרמניות וכיצד הפך להיות מומחה לנצרות | ואתריה בארץ.	No Image		Kommissariat des Heiligen Landes		חברה / תיירות	חברה M /		נילי דוידסון				"Widmung: ""Der Kollegin Mirjam Pollin mit freundlichen Grüssen gewidmet, vom Verfasser Monar, Haifa, November 1989"	7098
G-B-2749	de			Die Bibliophilen	1981	476	קטלוג מהתערוכה : | - Juden in Preussenעם הרבה תמונות | Hrsg. Bildarchiv Preussischer Kulturbesitz	No Image		Harenberg Dortmund		היסטוריה יהודית	היסטוריה יהודית B /		מרים פולין )מתוך קטלוג נילי דוידסון(					4269
G-B-2750	de				1854 - 1857		צילומים של חוברות שיצאו לאור במכון לקידום הספרות | היהודית .צולמו ב  5 -חוברות | החומר בתיק ארכיון חום בספריה	No Image		Oskar Leiner ,Leipzig		מדעי היהדות	מדעי היהדות S /		מרים פולין )מתוך קטלוג נילי דוידסון(					4270
G-B-2751	de	צוייג סטפן		Das Lamm des Armen	1927	137		No Image		Insel Verlag ,Leipzig		דרמה	דרמה Z /		מרים פולין )מתוך קטלוג נילי דוידסון(					4158
G-B-2752	de	יורק-שטיינר היינריך		Der Talmudbauer und anderes	1904	305	תחריטים ללא חתימת אומן	No Image		Jüdischer Verlag ,Berlin		פרוזה	פרוזה Y /		מרים פולין )מתוך קטלוג נילי דוידסון(				"אקסליבריס :ד""ר מקס יונגמן / ראה תמונה | בG.B.0208- | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	4159
G-B-2753	de	יצחקי פלה		Der Kibbuz von Damals	1993	80		No Image		Edition Hentrich		ארץ ישראל	ארץ ישראל Y /		מרים פולין )מתוך קטלוג נילי דוידסון(					4160
G-B-2754	de			Neue Wissenschaft	1965	92	ירחון פילוסופי | Zeitschrift für Grenzgebiete des Seelenlebens | Heft 2/3	No Image		A.Francke Verlag ,München		פילוסופיה	פילוסופיה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4274
G-B-2755	de	צוייג סטפן		Sternstunden der Menschheit	1965	179	"בסוף הספר רשימת ספרים שנכתבו ע""י סטפן צוייג"	No Image		Fischer Bücherei Frankfurt a.Main		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג נילי דוידסון(					4162
G-B-2756	de	צוייג סטפן		Albert Schweizer - Genie der Mensclichkeit	1958	239	Zweig Stefan & Jacques Feschotte & Rudolf Grabs	No Image		Fischer Bücherei ,S.Fischer Verlag	לא סומן בקטלוג במצוי בספריה	ביוגרפיה	ביוגרפיה Z /		מרים פולין )מתוך קטלוג נילי דוידסון(					4163
G-B-2757	de	זנגויל ישראל	Zangwill Israel		1905	113	ציור עטיפת הספר מאת Pascin	No Image מהדורה 10 - 1 :אלף		Wiener Verlag ,Wien und Leipzig	לא סומן בקטלוג כמצוי בספריה	פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג נילי דוידסון(				"אקסליבריס :ד""ר מקס יונגמן / ראה תמונה | בG.B.0208- | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	4164
