accession_id	accession_raw	artist	artist_en	work_title	work_title_en	item_type	item_type_en	technique	technique_en	description	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-F-0341-16	G.F. 0341 / 16	פייגה רודולף	Feige Rudolf	חיפוש מקום עבודה מחוץ לגרמניה & היאוש הגדול של						החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .9 | קטגוריות: | .1 אירגונים *אירגון עזרה של יהודי גרמניה *איגוד | החירום של מדענים מפוטרים | .2 מדעים *צילום *מטאורולוגית דאונים | .3 הרייך השלישי *פיטורים מעבודה  +קשים במציאת | עבודה *הקושי לעזוב את גרמניה  1938/39 התכתבות | ריכרד פייגה.			No Image	-התכתבות של מרתה פייגה ,אלמנת רודולף פייגה,					נרשם ב 03.11.2010 & 02.11-	כרטיס 16 מתוך	נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6817,6818,6819,6820
G-F-0341-17	G.F. 0341 / 17	פייגה רודולף	Feige Rudolf	פרסומים בגרמנית				מקור	Original	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .10 | קטגוריות:			No Image	4 חוברות בגרמנית )המדבקות על כריכת החוברת מעשה			0		נרשם ב 03.11.2010-	כרטיס 17 מתוך	נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6821,6822
G-F-0341-18	G.F. 0341 / 18	פייגה רודולף	Feige Rudolf	מטאורולוגיה				מקור ,העתק	Original, Copy	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .11 | קטגוריות: | .1 מדעים *מטאורולוגיה *אקלים			No Image	האוסף בתיק הושאר כפי שמר יהויכין פייגה סדר אותו.					נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6823,6824
G-F-0341-19	G.F. 0341 / 19	פייגה רודולף	Feige Rudolf	מטאורולוגיה				מקור ,העתק	Original, Copy	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .12 | קטגוריות: | .1 מדעים *מטאורולוגיה *אקלים			No Image	האוסף בתיק הושאר כפי שמר יהויכין פייגה סדר אותו.					נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6825,6826
G-F-0341-2	G.F. 0341 / 2	פייגה רודולף	Feige Rudolf	תמונות & דאונים				מקור	Original	תמונות מודבקות על גבי דפים / קרטון | קטגוריות: | .1 תמונות | .2 תעופה *דאונים | .3 ספורט *מכביה II | .4 ארץ ישראל			No Image	נושאי התמונות:					נרשם ב 14.04.2010-	כרטיס 2 מתוך	נילי דוידסון		2010.618		רז פלד ,הנכד ,רעות		6516,6517
G-F-0341-20	G.F. 0341 / 20	פייגה רודולף	Feige Rudolf	מטאורולוגיה				מקור ,העתק	Original, Copy	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .13 | קטגוריות: | .1 מדעים *אקלים ובני אדם			No Image	האוסף בתיק הושאר כפי שמר יהויכין פייגה סדר אותו.					נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של"	6827,6828
G-F-0341-21	G.F. 0341 / 21	פייגה רודולף	Feige Rudolf	מים				מקור	Original	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .14 | קטגוריות: | .1 מדעים *לנושא המים			No Image	האוסף בתיק הושאר כפי שמר יהויכין פייגה סדר אותו.					נרשם ב 14.11.2010-	נילי דוידסון			2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6829,6830
G-F-0341-22	G.F. 0341 / 22	פייגה רודולף	Feige Rudolf	מטאורולוגיה				מקור ,העתק	Original, Copy	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .15 | קטגוריות: | .1 מדעים *מטאורולוגיה *אקלים			No Image	האוסף בתיק הושאר כפי שמר יהויכין פייגה סדר אותו.					נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6831,6832
G-F-0341-23	G.F. 0341 / 23	פייגה רודולף	Feige Rudolf	הקשר בין אקלים וארכיטקטורה בארץ ישראל				מקור ,העתק	Original, Copy	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .16 | קטגוריות: | .1 מדעים *אקלים | .2 ארץ ישראל *הקשר בין אקלים וארכיטקטורה בארץ | ישראל			No Image	האוסף בתיק הושאר כפי שמר יהויכין פייגה סדר אותו.					נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6833,6834
G-F-0341-24	G.F. 0341 / 24	פייגה רודולף	Feige Rudolf	מנוסקריפט לספר בנושא אקלים				מקור ,העתק	Original, Copy	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .17 | קטגוריות: | .1 מדעים *אקלים			No Image	האוסף בתיק הושאר כפי שמר יהויכין פייגה סדר אותו.									2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6835,6836
G-F-0341-25	G.F. 0341 / 25	פייגה רודולף	Feige Rudolf	אקלים				מקור ,העתק	Original, Copy	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .18 | קטגוריות: | .1 מדעים *אקלים			No Image	האוסף בתיק הושאר כפי שמר יהויכין פייגה סדר אותו.					נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6837,6838
G-F-0341-26	G.F. 0341 / 26	פייגה רודולף	Feige Rudolf	"ספרים )נתנו בהשאלה ע""י התורם ,ראה ציון בתיק("						החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .19 | קטגוריות: | 1			No Image	הספרים חסרים לעת עתה					נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6839
G-F-0341-27	G.F. 0341 / 27	פייגה רודולף	Feige Rudolf	אלבום לציון הקמתו של שדה התעופה האזרחי בלוד				מקור	Original	קטגוריות: | .1 שירה | .2 אמנות *ציור  /קריקטורות		לא ידוע מי כתב ומי צייר .הכתיבה והציורים	No Image	אלבום עם שירים / כתיבה הומוריסטית בגרמנית בליווי					נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות		6842
G-F-0341-28	G.F. 0341 / 28	פייגה רודולף	Feige Rudolf	קטלוג שהכין יהויכין פייגה						מר יהויכין פייגה הדפיס קטלוג לחומר שאגר בתיקיות | שמספרן  .1-9 חומר זה נאגר בארכיון ובתוכנת הארכיון | בתיקים: | G.F. 0341 /8 עד G.F. 0341 /26			No Image						נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות		6840,6841
G-F-0341-3	G.F. 0341 / 3	פייגה רודולף	Feige Rudolf	תקליטור ,קורות חיים						תמונות ומסמכים צרובים על תקליטור. | קטגוריות: | .1 ביוגרפיות | .2 ספורט *דאונים | .3 תעופה *דאונים | .4 מדעים *מטאורולוגיה			No Image	התוכן בתקליטור:					נרשם ב 14.04.2010-	כרטיס 3 מתוך	נילי דוידסון		2010.618		רז פלג ,הנכד ,רעות		6518,6519
G-F-0341-4	G.F. 0341 / 4	פייגה רודולף	Feige Rudolf	דאונים & מטאורולוגיה & קלוב תעופה בישראל				מקור ,העתק	Original, Copy	החומר בתיק מחולק לשלושה נושאים: | .1 דאונים  .2 מטאורולוגיה  .3 הקלוב הארצישראלי | לתעופה. | קטגוריות: | .1 תעופה | .2 ספורט *הקלוב הארצישראלי לתעופה | .3 מדעים *מטאורולוגיה			No Image	-דאונים :בנייתם ,מימונם ,הצוותים והתכנית להטסתם					נרשם ב 14.04.2010-	כרטיס 4 מתוך	נילי דוידסון		2010.618		רז פלג ,הנכד ,רעות		6520,6521
G-F-0341-5	G.F. 0341 / 5	פייגה רודולף	Feige Rudolf	התכתבות ,דאונים				מקור	Original	קטגוריות: | .1 עזרה הדדית			No Image	"ד""ר רודולף פייגה מתכתב עם אנשים שונים בין היתר:"					נרשם ב 14.04.2010-	כרטיס 5 מתוך	נילי דוידסון		2010.618		רז פלג ,הנכד ,רעות		6522,6523
G-F-0341-6	G.F. 0341 / 6	פייגה רודולף	Feige Rudolf	מסמכים ממחלקת התעופה בנושאי מטאורולוגיה ,שנת						"מסמכים ,שהיו שמורים באוניברסיטת תל אביב ושנשלחו | לארכיון כאן ,עפ""י בקשתו של יהויכין פייגה ,חי כעת | בגרמניה. | קטגוריות: | .1 מדעים *מטאורולוגיה *תעופה"			No Image	לקראת סיום המנדט האנגלי בארץ ישראל מתארגנים					נרשם ב 15.07.2010-	כרטיס 6 מתוך	נילי דוידסון		2010.637		"פרופ' אורי ינון ,אוניברסיטת תל אביב ,עפ""י בקשת יהויכין"	"החומר נשלח עפ""י בקשתו של יהויכין פייגה ,גרמניה ,הבן של ד""ר רודולף פייגה. | החומר היה שמור בתיק עם הכתובת אוניברסיטת תל אביב ,הועבר לתיק הארכיון כאן ,ללא ברזלים. | מכתב מלווה לחומר ,ראה תיק התכתבות .2010"	6754,6755
G-F-0341-7	G.F. 0341 / 7	פייגה רודולף	Feige Rudolf	תעופה ומטאורולוגיה				מקור ,העתק	Original, Copy	קטגוריות: | .1 תעופה *אזרחית בתקופת המנדט הבריטי | .2 מדעים *מטאורולוגיה ,הכנות לחקר ובניית תחנות | מטאורולוגיות בפלשתינה | .3 עלייה *קורות חיים של מומחי תעופה | .4 מסחר *בעיות ביצוא פרי הדר באניות | .5 פרסומים *עיתון ,חוברת ממשלת המנדט הבריטי			No Image	-תרגום לגרמנית של מאמר שהופיע בעיתון הארץ ב-					נרשם ב 12.09.2010 & 07.09.2010 -	כרטיס 7 מתוך	נילי דוידסון		2010.638		"פרופ' אורי ינון ,אוניברסיטת תל אביב ,עפ""י בקשת יהויכין"		6773,6774,6775
G-F-0341-8	G.F. 0341 / 8	פייגה רודולף	Feige Rudolf	מטאורולוגיה				מקור ,העתק	Original, Copy	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .1 | קטגוריות: | .1 פרסומים *חוברת מדעית טכנית | .2 מטאורולוגיה			No Image	-חוברת מדעית Die Umschau -in Wissenschaft und					נרשם ב 12.09.2010-	כרטיס 8 מתוך	נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה וסומנו במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק. | ראה תרגום החומרים לעברית ב""-נושא מורחב"""	6777,6778
