accession_id	accession_raw	artist	artist_en	work_title	work_title_en	technique	technique_en	description	item_type	item_type_en	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-B-3046	G.B.3046	הורן פאול	Horn Paul		Zur Geschichte der Juden in Fulda			Dr. Paul Horn & Dr. Naftali Herbert Sonn			90	1969	No Image		Selbstverlag Tel -Aviv			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון						4612
G-B-3047	G.B.3047	טאוזנדפפונד ולטר	Tausendpfund Walter					Tausendpfund Walter & Wolf Gerhard Philipp			51	?	No Image		?			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון						4613
G-B-3048	G.B.3048	בוש יון	Busch John		Zur Geschichte der Juden in Celle			Busch John & Ricklefs Jürgen			164	1974	No Image		Schweiger &Pick Verlag ,Celle			קהילות	קהילות C /		מרים פולין )מתוך קטלוג נילי דוידסון					הקדשה :אל מר שילוני | Widmung: An Herrn Schiloni	4614
G-B-3049	G.B.3049				Die Synagoge in Celle			Hrsg. Schul und Kulturamt Celle			?	?	No Image		?			קהילות	קהילות C /		מרים פולין )מתוך קטלוג נילי דוידסון						4615
G-B-3050	G.B.3050	נינהאוז פרנץ	Nienhaus Franz		Die Juden im ehemaligen Herzogtums Cleve			עבודת דוקטור | Doctorarbeit			107	1914	No Image		?			קהילות	קהילות C /		מרים פולין )מתוך קטלוג נילי דוידסון		2004.281		נורית עדו ,הבת ,יחיעם		4616
G-B-3051	G.B.3051	קרשנק ורנר	Kreschnak Werner								48	1988	No Image		?			קהילות	קהילות C /		מרים פולין )מתוך קטלוג נילי דוידסון						4617
G-B-3052	G.B.3052	סקלנובסקי בנו	Szklanowski Benno								344	1988	No Image		Justus von Liebig Verlag ,Darmstadt			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון						4618
G-B-3053	G.B.3053										?	1990	No Image		Justus von Liebig Verlag ,Darmstadt			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון						4619
G-B-3054	G.B.3054										55	1999	No Image		Presse und Informationamt Darmstadt			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון					לספר  2 עותקים בספריה	4620
G-B-3055	G.B.3055	שטיינבק אודו	Steinbeck Udo								34	?	No Image		?			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון						4621
G-B-3056	G.B.3056	שטיינבק אודו	Steinbeck Udo								34	?	No Image		?			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון					לספר  2 עותקים בספריה	4622
G-B-3057	G.B.3057	שטיינבק אודו	Steinbeck Udo								34	?	No Image		,Justus von Liebig Verlag			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון						4623
G-B-3058	G.B.3058	דפרט גבריאלה	Deppert Gabriella					Deppert Gabriella & Lehwark Godehard			56	1994	No Image		?			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון						4624
G-B-3059	G.B.3059	ריינהולד-פוסטינה אוה	Reinhold-Postina Eva					Eva Reinhold - Postina & Moritz Neumann			320	1988	No Image		Eduard Roether Verlag ,Darmstadt			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון						4625
G-B-3060	G.B.3060							Hrsg.: Eckhard G. Franz			442	1984	No Image		Eduard Roether Verlag ,Darmstadt			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון						4626
G-B-3061	G.B.3061				Bau der Synagoge Dresden			פרוספקט צבעוני עבור קדום תרומות			?	?	No Image		Förderverein /Bau der Synagoge Dresden			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון						4627
G-B-3062	G.B.3062	מאייר אנו	Meyer Enno		Geschichte der Delmenhorster Juden 1695 - 1945						125	1985	No Image		Heinz Holzberg Verlag -Oldenburg			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון						4628
G-B-3063	G.B.3063	וולפסברג  -אביעד אוסקר	Wolfsberg - Aviad Oskar		Geschichte der Drei - Gemeinde Altona - Hamburg -						157	1960	No Image		Ner -Tamid Verlag ,München			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון					אקסליבריס ו .יונס | Exlibris: W. Jonas	4629
G-B-3064	G.B.3064	דיקר הרמן	Dicker Herman								191	1984	No Image		Bleicher Verlag			קהילות	קהילות W /		נילי דוידסון		2011.674		עדנה בודן ,הבת ,חיפה		6948
G-B-3065	G.B.3065	פריימרק פטר	Freimark Peter		Juden in Preussen, Juden in Hamburg						116	1983	No Image		Hans Christians Verlag			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון						4631
G-B-3066	G.B.3066	שטיין אירמגרד	Stein Irmgard								197	1984	No Image		Hans Christian Verlag			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון						4632
G-B-3067	G.B.3067	מרבדל גינתר			Geschichte der Juden in Hambuerg, Altona und Wansbek						55	1982	No Image		Hans Christians Verlag			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון					לספר  2 עותקים בספריה	4633
G-B-3068	G.B.3068										111	1965	No Image		Hans Christians Verlag			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון					לספר  2 עותקים בספריה	4634
G-B-3069	G.B.3069	יוהה ורנר	Johe Werner		Neuengamme - Zur Geschichte der Konzentrationslager						96	1984	No Image		?			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון						4635
G-B-3070	G.B.3070				Geschichte - Schauplatz Hamburg			Hrsg.: Behörde für Schule und Berufsbildung			40	1988	No Image		?			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון						4636
G-B-3071	G.B.3071	ויפרמן וולפגנג	Wippermann Wolfgang								23	1982	No Image                                                       מהדורה 2		Informationszentrum Berlin			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4534
G-B-3072	G.B.3072							קטלוג לתערוכה | Ausstellungsbroschüre			78	1969	No Image		?			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4535
G-B-3073	G.B.3073	זלנתין ה.ג.	Sellenthin H.G.								130	1959	No Image		Jüdische Gemeinde zu Berlin			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4536
G-B-3074	G.B.3074	ציפיר גאורג	Zivier Georg					Zivier Georg & Huder Walter			89	1971	No Image		Forum Presse und Informationsamt Berlin			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4537
G-B-3075	G.B.3075							30 Jahre für christlich - jüdische Zusammenarbeit in | Berlin			119	1979	No Image		?			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4538
G-B-3076	G.B.3076										?	?	No Image		?			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(		אין		אולי וגבי שריג ,רח' הגפן  ,54 מושב נורדיה 42954		4539
G-B-3077	G.B.3077							קטלוג לתערוכה			112	1988	No Image		Ephraim -Palais ,Berlin ,DDR			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4540
G-B-3078	G.B.3078							Ein Überblick über seine Geschichte | Hrsg.: Förderverein Jüdischer Friedhof Berlin - | Weissensee e.V.			?	2002	No Image		?			קהילות	קהילות W /		מרים פולין )מתוך קטלוג נילי דוידסון(						4541
G-B-3079	G.B.3079	שווירץ ישראל	Schwierz Israel								352	1988	No Image		Bayerische Landeszentrale für Politische Bildung			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(		2002.181		יהודית עשת ,קרית ביאליק	אקסליבריס :יהודית עשת | Exlibris: Judith Esched	4542
G-B-3080	G.B.3080				Siehe der Stein schreit aus der Mauer			קטלוג לתערוכה | Geschichte und Kultur der Juden in Bayern			525	1988	No Image		Germanisches National Museum Nürenberg			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4543
G-B-3081	G.B.3081	טרמל מנפרד	Treml Manfred					Treml Manfred & Kirmeier Josef			614	1988	No Image		Kastner &Callway ,München			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4544
G-B-3082	G.B.3082	טרמל מנפרד	Treml Manfred					Treml Manfred & Kirmeier Josef			328	1988	No Image		Kastner &Callway ,München			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4545
G-B-3083	G.B.3083	פרמריי-דונה הלגה	Fremerey-Dohna Helga								286	1985	No Image		Ludwig Röhrscheid Verlag ,Bonn			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4546
G-B-3084	G.B.3084				Abgeschoben nach Polen am 28.10.1938			קטלוג תערוכה | Jüdische Familien in Bonn, gesehen mit der Kamera von | Abraham Sieff			46	1993	No Image		?			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4547
G-B-3085	G.B.3085				September - Aktion 1944			קטלוג לתערוכה | Mischehen und Mischlinge in Bonn			38	1994	No Image		Stadtmuseum Bonn			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4548
G-B-3086	G.B.3086				Bonn in der NS Zeit. Deportiert aus Endenich			קטלוג לתערוכה			41	1992	No Image		?			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4549
G-B-3087	G.B.3087										?	1995 - 1991 ,1989 - 1982 ,1980	No Image		?			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4550
G-B-3088	G.B.3088	ריבזם רולף			Sie lebten unter uns						128	1988	No Image		G.m.b.H .BremenH.M.Hauschild Verlag			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4551
G-B-3089	G.B.3089	לירס וילהלם			Die Bremer Juden unter dem Nationalsozialismus						241	1983	No Image		Stadtarchiv der Freien Hansestadt Bremen			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4552
G-B-3090	G.B.3090				Wir schritten durch eine schweigende Stadt			Material für Schulen			?	1991	No Image		Stadtarchiv Bremen			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4553
G-B-3091	G.B.3091	הרץ יצחק סופוני	Herz Yizhak Sophoni		Mein Erinnerung an Bad - Homburg			und seine 600 Jährige Jüdische Gemeinde 1335 - 1942			337	1981	No Image		Rechowoth ,Israel			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4554
G-B-3092	G.B.3092	ביכר יוהנס									83	1965	No Image		Hrsg.von der Stadtverwaltung Beuel			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4555
G-B-3093	G.B.3093	בילזר ברט	Bilzer Bert		Brunsvicensia Judaica			Bilzer Bert & Moderhack Richard			237	1966	No Image		Weisenhaus Buchdruckerei und Verlag Braunschweig			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4556
G-B-3094	G.B.3094	ויזמן פלק	Wiesemann Falk					Wiesemann Falk & Voigt Angelika | Mappe mit Dokumenten und Texten			?	1983	No Image		Aschendorfer Buchdruckerei ,Münster Westfalen			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(						4557
G-B-3095	G.B.3095	רודן גינתר			Geschichte der Duisburger Juden						790	1986	No Image		Walter Braun Verlag Duisburg			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(					לספר  2 עותקים בספריה	4558
G-B-3096	G.B.3096	לנגקייט ריינהולד	Lengkeit Reinhold		Duisburger im Dritten Reich - Augenzeugen Berichten			Lengkeit Reinhold & Meyer Gisela & Pietsch Hartmut			101	1983	No Image		?			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(					הקדשה :דויסבורג לנהריה | Widmung: Duisburg an Nahariya	4559
G-B-3097	G.B.3097	שטגמן וולף	Stegemann Wolf		Juden in Dorsten			Hrsg.: Wolf Stegemann & Johanna Eichmann			301	1991	No Image		Dorsten			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(		2004.281		עידו נורית ,קיבוץ יחיעם	אקסליבריס :משפחות דוד ופיט	4560
G-B-3098	G.B.3098	ביטצל אובה	Bitzel Uwe								180	1988	No Image		Krüger Verlag Dortmund			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(						4561
G-B-3099	G.B.3099	פפייפר ארנסט	Pffeifer Ernst		Die Juden in Dortmund						96	1986	No Image		"""Harpa ""Dortmund Unna"			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(						4562
G-B-3100	G.B.3100	אכט סמואל	Echt Samuel		Die Geschichte der Juden in Danzig						282	1972	No Image		OstfrieslandGerhard Rautenberg Leer/			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(						4563
G-B-3101	G.B.3101				Das Achte Licht			Hrsg. Von Helmut Burmeister & Michael Dorhs | Beiträge zur Kultur - und Sozialgeschichte der Juden in | Nordhessen			?	2002	No Image		Verein fürhessische Geschichte und Landskunde			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון						4669
G-B-3102	G.B.3102							Jüdisches Leben in Hildesheim 1848 - 1938 | Hrsg.: Museumspedagogischen Dienst / Hildesheim | Zur Ausstellung, Heft II			146	1993	No Image		?			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון						4670
G-B-3103	G.B.3103	זימר הרמן	Siemer Hermann		Hoffnung voll Unsterblichkeit						102	1989	No Image		Bernward			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון					הקדשה :לישראל שילוני | לספר  2 עותקים בספריה | Widmung: An Yisrael Schiloni	4671
G-B-3104	G.B.3104	ג'יובניני נורברט	Giovanini Norbert		Erinnertes Leben			Autobiographische Texte zur Jüdischen Geschichte | Heidelbergs | Norbert Giovanini & Frank Moraw			399	1998	No Image		Wunderhorn			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון						4672
G-B-3105	G.B.3105	ג'יובניני נורברט	Giovanini Norbert					Norbert Giovanini & Jo - Hannes Bauer & Hans Martin | Mumm			334	1992	No Image                                                        מהדורה 1		Wunderhorn			קהילות	קהילות H /		מרים פולין )מתוך קטלוג נילי דוידסון						4673
