resource_template_label,item_set_id,resource_class_term,is_public,dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0341-005-R0002,IL-MTFN-001-G-F-0341-005,Certificate from Bezalel to Dr. Rudolf Feige,"תעודה מבצלאל לד""ר רודולף פייגה על הצטרפותו לאגודת הידידים של בית הנכות בצלאל ירושלים.",Zertifikat von Bezalel an Dr. Rudolf Feige über seinen Beitritt zum Freundeskreis des Bezalel-Museums in Jerusalem.,Certificate from Bezalel to Dr. Rudolf Feige on his joining the Friends Association of the Bezalel Museum in Jerusalem.,Hebrew,תעודה|Certificate,,original,Dr. Rudolf Feige,,,,
Financial Documents,7618,arkivo:Financial_Document,true,IL-MTFN-001-G-F-0341-005-R0003,IL-MTFN-001-G-F-0341-005,Bezalel Membership Fee Receipts,מספר קבלות מבצלאל על תשלום דמי חבר.,Mehrere Quittungen von Bezalel für die Zahlung von Mitgliedsbeiträgen.,Several receipts from Bezalel for the payment of membership fees.,Hebrew,קבלה|Receipt,,original,,,,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0341-007-R0004,IL-MTFN-001-G-F-0341-007,Plan for the Society of Friends of Jewish Aviation Sports,"תכנית ליסודה של ""החברה לידידי ספורט התעופה היהודי""; Grundlage zum Aufbau einer Gesellschaft der Freunde des jüdischen Flugsportes; ד""ר רודולף פייגה שולח אל גאורג הרץ (לימים שיקמוני) תכנית לפיתוח המחקר המטאורולוגי על הכרמל, עם אומדן כספי של ההוצאות. גרמנית הדפסה 4 עמ', 1935.","Plan zur Gründung der ""Gesellschaft der Freunde des jüdischen Flugsportes""; Dr. Rudolf Feige sendet an Georg Hertz (später Shikmoni) einen Plan zur Entwicklung der meteorologischen Forschung auf dem Karmel, mit einer finanziellen Schätzung der Ausgaben. Deutsch, Maschinenschrift, 4 Seiten, 1935.","Plan for the establishment of the ""Society of Friends of Jewish Aviation Sports""; Dr. Rudolf Feige sends to Georg Hertz (later Shikmoni) a plan for the development of meteorological research on Mount Carmel, with a financial estimate of the expenses. German, typewritten, 4 pages, 1935.",German,Letter,typewriting,original,Dr. Rudolf Feige,1935,,,4
Ephemera,7613,arkivo:Ephemera,true,IL-MTFN-001-G-F-0341-007-R0007,IL-MTFN-001-G-F-0341-007,Flyer of Flight Enthusiasts Haifa,"פלייר ""חובבי הטיסה חיפה"" בעברית וגרמנית, 1935/36.","Flugblatt ""Flugbegeisterte Haifa"" auf Hebräisch und Deutsch, 1935/36.","Flyer ""Flight Enthusiasts Haifa"" in Hebrew and German, 1935/36.",Hebrew|German,ברושור|Brochure,print,original,,1935,1935,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0341-007-R0012,IL-MTFN-001-G-F-0341-007,Biographies of Glider Pilots,"קורות חיים של שלושה מטייסי הדאונים, שרצו להשאר בפלשתינה ולקבל עבודה בתחנה המטאורולוגית בשדה התעופה בלוד:; לותר יוליוסברגר Lothar Juliusberger נכתבו ב-1933 בברסלאו; ל. קטלר L. Kettler נכתבו ב-1935 בתל אביב- יוס. רוזנברג Jos. Rosenberg נכתבו ב-1936 בתל אביב-","Lebensläufe von drei Segelfliegern, die in Palästina bleiben und eine Arbeit an der meteorologischen Station am Flughafen Lod erhalten wollten: Lothar Juliusberger, geschrieben 1933 in Breslau; L. Kettler, geschrieben 1935 in Tel Aviv; Jos. Rosenberg, geschrieben 1936 in Tel Aviv.","Biographies of three glider pilots who wanted to stay in Palestine and get a job at the meteorological station at Lod Airport: Lothar Juliusberger, written in 1933 in Breslau; L. Kettler, written in 1935 in Tel Aviv; Jos. Rosenberg, written in 1936 in Tel Aviv.",Hebrew|German,קורות חיים|Biography,typewriting,original,,1933,,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0341-007-R0013,IL-MTFN-001-G-F-0341-007,Staff List of the Government of Palestine 1945,חוברת עם רשימת המשרדים והעובדים בממשלת המנדט 1945. Staff List of the government of Palestine 1945;,Broschüre mit einer Liste der Büros und Mitarbeiter der Mandatsregierung 1945.,Booklet with a list of offices and employees in the Mandate Government 1945.,Hebrew|English,חוברת|Booklet,print,original,,1945,1945,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0341-007-R0015,IL-MTFN-001-G-F-0341-007,Blank Pages with Dr. Rudolf Feige's Logo,"דפים ריקים עם הלוגו של ד""ר רודולף פייגה;",Leere Seiten mit dem Logo von Dr. Rudolf Feige;,Blank pages with the logo of Dr. Rudolf Feige;,Unspecified,ניירות מכתבים|Stationery,print,original,Dr. Rudolf Feige,,,,
Financial Documents,7618,arkivo:Financial_Document,true,IL-MTFN-001-G-F-0341-007-R0017,IL-MTFN-001-G-F-0341-007,"Payslip for Dr. Feige, 1944","תלוש משכורת לד""ר פייגה, שעובד במחלקה לתעופה אזרחית בירושלים. אנגלית 1944.","Gehaltsabrechnung für Dr. Feige, der in der Abteilung für Zivilluftfahrt in Jerusalem arbeitet. Englisch 1944.","Payslip for Dr. Feige, who works in the Department of Civil Aviation in Jerusalem. English 1944.",English,תלוש|Voucher,print,original,Dr. Feige,1944,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-009-R0001,IL-MTFN-001-G-F-0341-009,Materials on Minerals in Sand in Palestine,"החומרים בתיק זה מצוינים בקטלוג י. פייגה במספר 2, הנושאים: 1.המינרלים שבחול בפלשתינה וסביבתם. אנגלית.","Die Materialien in dieser Akte sind im Katalog von J. Feige unter Nummer 2 aufgeführt, die Themen: 1. Die Mineralien im Sand in Palästina und ihrer Umgebung. Englisch.","The materials in this file are listed in the J. Feige catalog under number 2, the topics: 1. The minerals in the sand in Palestine and their surroundings. English.",English,מסמך מתורגם|Translated Document,,other,,,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-009-R0002,IL-MTFN-001-G-F-0341-009,Report on Electrical Phenomena by Jacob Kaswan,"דוח על מספר תופעות חשמל פנומנליות באטמוספירה, כתב יעקב קצבן Jacob Kaswan, חיפה. אנגלית.","Bericht über mehrere phänomenale elektrische Erscheinungen in der Atmosphäre, geschrieben von Jakob Kaswan, Haifa. Englisch.","Report on several phenomenal electrical phenomena in the atmosphere, written by Jacob Kaswan, Haifa. English.",English,דוח|Report,,original,Jacob Kaswan,,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-009-R0003,IL-MTFN-001-G-F-0341-009,Formation of Dust Deposits in the Atmosphere,"התהוות משקעי אבק באטמוספירה, כתב ו. פרומן ור. פייגה. אנגלית.","Entstehung von Staubablagerungen in der Atmosphäre, geschrieben von W. Froman und R. Feige. Englisch.","Formation of dust deposits in the atmosphere, written by W. Froman and R. Feige. English.",English,מאמר|Article,,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0341-009-R0004,IL-MTFN-001-G-F-0341-009,Scientific Drawings,ציורים (מדעיים).,Zeichnungen (wissenschaftlich).,Drawings (scientific).,Unspecified,ציור|Painting,drawing,original,,,,,
Ephemera,7613,arkivo:Ephemera,true,IL-MTFN-001-G-F-0341-009-R0006,IL-MTFN-001-G-F-0341-009,"Newspaper Clippings on Dust in the Air, 1932",קטעי עיתונות עם מאמרים בנושא: אבק באויר. גרמנית משנת 1932.,Zeitungsausschnitte mit Artikeln zum Thema: Staub in der Luft. Deutsch aus dem Jahr 1932.,Newspaper clippings with articles on the topic: Dust in the air. German from the year 1932.,German,גזיר עיתון|News Clipping,print,original,,1932,1932,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-011-R0001,IL-MTFN-001-G-F-0341-011,Reports and Participant Lists of the 1947 International Meteorological Organization Conference,דוחות ורשימות המשתתפים בועידה של הארגון המטאורולוגי הבינלאומי ב-1947.,Berichte und Teilnehmerlisten der Konferenz der Internationalen Meteorologischen Organisation im Jahr 1947.,Reports and lists of participants at the conference of the International Meteorological Organization in 1947.,Hebrew|Other,דוח|Report|רשימה|List,,original,,1947,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-011-R0002,IL-MTFN-001-G-F-0341-011,"Activity Report of the Department of Agricultural Meteorology, Buenos Aires","דוח פעילות המחלקה למטאורולוגיה חקלאית מבואנוס איירס, ארגנטינה 1938;1947.","Aktivitätsbericht der Abteilung für Agrarmeteorologie aus Buenos Aires, Argentinien 1938;1947.","Activity report of the Department of Agricultural Meteorology from Buenos Aires, Argentina 1938;1947.",Hebrew|עברית,דוח|Report,print,original,,1938,1947,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0341-011-R0003,IL-MTFN-001-G-F-0341-011,"Agenda Planning for International Meeting in Toronto, 1947","תכנון סדר היום למפגש הבינלאומי בטורונטו, קנדה, 1947.","Planung der Tagesordnung für das internationale Treffen in Toronto, Kanada, 1947.","Planning the agenda for the international meeting in Toronto, Canada, 1947.",Unspecified,List,,original,,1947,,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0341-011-R0004,IL-MTFN-001-G-F-0341-011,"Discussion Proposals of the President, International Organization, Agricultural Meteorology Department, 1947","הצעות דיון של נשיא הארגון הבינלאומי, המחלקה למטורולוגיה חקלאית, 1947.","Diskussionsvorschläge des Präsidenten der internationalen Organisation, Abteilung für Agrarmeteorologie, 1947.","Discussion proposals of the President of the International Organization, Department of Agricultural Meteorology, 1947.",Hebrew,Report,,original,,1947,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-011-R0009,IL-MTFN-001-G-F-0341-011,"Decisions of the International Meteorology Conference, 1947","החלטות הועידה הבילאומית למטאורולוגיה, טורונטו, קנדה, אוגוסט 1947.","Beschlüsse der internationalen Meteorologiekonferenz, Toronto, Kanada, August 1947.","Decisions of the International Meteorology Conference, Toronto, Canada, August 1947.",Unspecified,דוח|Report,,original,,1947-08,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-011-R0010,IL-MTFN-001-G-F-0341-011,Final Report from the Seventh Conference of the International Meteorological Organization,"דוח סופי מהכנס השביעי של הארגון הבינלאומי למטאורולוגיה, המחלקה למטאורולוגיה חקלאית בה כיהן רודולף פייגה כסגן הנשיא, 31 עמודים, ספטמבר 1947.","Abschlussbericht der siebten Konferenz der Internationalen Meteorologischen Organisation, Abteilung für Agrarmeteorologie, in der Rudolf Feige als Vizepräsident tätig war, 31 Seiten, September 1947.","Final report from the seventh conference of the International Meteorological Organization, the Department of Agricultural Meteorology where Rudolf Feige served as vice president, 31 pages, September 1947.",German,דוח|Report,print,original,Rudolf Feige,1947-09,,,31
Unrecognized,7628,,true,IL-MTFN-001-G-F-0341-012-R0001,IL-MTFN-001-G-F-0341-012,Schnee 1923,1. Schnee 1923,Schnee 1923,Snow 1923,Unspecified,Unrecognized,,original,,1923,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-012-R0002,IL-MTFN-001-G-F-0341-012,Long-term Forecast 1925,2. Langfristige Prognose 1925,Langfristige Prognose 1925,Long-term Forecast 1925,Unspecified,דוח|Report,,original,,1925,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-012-R0003,IL-MTFN-001-G-F-0341-012,Krieterner Research 1925,3. Krieterner Forschungen 1925,3. Krieterner Forschungen 1925,3. Krieterner Research 1925,Unspecified,לא מזוהה,,other,,1925,1925,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-012-R0004,IL-MTFN-001-G-F-0341-012,Periodically Occurring Föhne 1927,4. Periodisch auftretende Föhne 1927,4. Periodisch auftretende Föhne 1927,4. Periodically occurring Föhne 1927,German,Report,,original,,1927,,,
Financial Documents,7618,arkivo:Financial_Document,true,IL-MTFN-001-G-F-0341-012-R0005,IL-MTFN-001-G-F-0341-012,Subsidy for Görlitz Airport 1927,5. Die Subvention für den Lufthafen Görlitz 1927,5. Die Subvention für den Flughafen Görlitz 1927,5. The subsidy for the Görlitz Airport 1927,German,לא מזוהה,,original,,1927,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-012-R0008,IL-MTFN-001-G-F-0341-012,Experiences with the District Weather Service 1927,8. Erfahrungen mit dem Kreiswetterdienst 1927,8. Erfahrungen mit dem Kreiswetterdienst 1927,8. Experiences with the District Weather Service 1927,German,Report,,original,,1927,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-012-R0009,IL-MTFN-001-G-F-0341-012,Organization of the Official Winter Sports Weather Service 1927,9. Wie der Amtliche Wintersport;Wetterdienst organisiert ist 1927,Wie der Amtliche Wintersport;Wetterdienst organisiert ist 1927,How the Official Winter Sports; Weather Service is organized 1927,German,Report,,original,,1927,,,
Unrecognized,7628,,true,IL-MTFN-001-G-F-0341-012-R0010,IL-MTFN-001-G-F-0341-012,Funkstunde,10. Funkstunde,10. Funkstunde,10. Radio Hour,Unspecified,Unrecognized,,other,,,,,
School Materials,7627,,true,IL-MTFN-001-G-F-0341-012-R0011,IL-MTFN-001-G-F-0341-012,Meteorology in School 1928,11. Wetterkunde in der Schule 1928,11. Wetterkunde in der Schule 1928,11. Meteorology in School 1928,German,חומר לימודי|School Material,,original,,1928,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0341-012-R0012,IL-MTFN-001-G-F-0341-012,Sinai Expedition 1927 Results Photo,12. Ergebnissen der Sinai;Expedition 1927 der Hebräischen Universität צילום.,12. Ergebnisse der Sinai-Expedition 1927 der Hebräischen Universität Foto.,12. Results of the Sinai Expedition 1927 of the Hebrew University photo.,Unspecified,תצלום|Photograph,photography,copy,,1927,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-012-R0014,IL-MTFN-001-G-F-0341-012,"Amtlicher Wintersportwettedienst, Berlin, 1933","14. Amtlicher Wintersportwettedienst פרסום של המחלקה המטאורולוגית, ברלין, 1933.","Amtlicher Wintersportwettedienst Veröffentlichung der meteorologischen Abteilung, Berlin, 1933.","Official Winter Sports Weather Service publication of the Meteorological Department, Berlin, 1933.",German,דוח|Report,print,original,,1933,1933,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0341-012-R0015,IL-MTFN-001-G-F-0341-012,Issuance of Special Maps,15. Herausgabe von Sonderkarten der Dienstbezirke,Herausgabe von Sonderkarten der Dienstbezirke,Issuance of special maps of the service districts,German,לא מזוהה,,original,,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0341-012-R0016,IL-MTFN-001-G-F-0341-012,Drafts by Rudolf Feige,16. טיוטות שונות של רודולף פייגה,Verschiedene Entwürfe von Rudolf Feige,Various drafts by Rudolf Feige,Unspecified,טיוטה|Draft,handwriting,draft,Rudolf Feige,,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-012-R0017,IL-MTFN-001-G-F-0341-012,Relationships between periodic valley winds and meteorological factors,17. Über Beziehungen zwischen periodische Talwinden und verschiedenen meteorologischen Faktoren; geschrieben von Fritz Bondy,Über Beziehungen zwischen periodische Talwinden und verschiedenen meteorologischen Faktoren; geschrieben von Fritz Bondy,On the relationships between periodic valley winds and various meteorological factors; written by Fritz Bondy,German,מאמר|Article,handwriting,original,Fritz Bondy,,,,
Creative Fiction,7614,arkivo:Creative_Fiction,true,IL-MTFN-001-G-F-0341-012-R0018,IL-MTFN-001-G-F-0341-012,German Poem Copies,18. שיר בגרמנית (4 עותקים),Gedicht auf Deutsch (4 Kopien),Poem in German (4 copies),German,שיר|Poem,,copy,,,,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0341-012-R0019,IL-MTFN-001-G-F-0341-012,"Climatographic Monthly Overview for Lower and Upper Silesia, 1932","19. Klimatographische Monatsübersicht, für die Provinzen Nieder;u. Oberschlesien; Herausgegeben von Meteorologischen Observatorium Breslau;Krieten 1932","19. Klimatographische Monatsübersicht, für die Provinzen Nieder- und Oberschlesien; Herausgegeben von Meteorologischen Observatorium Breslau; Krieten 1932","19. Climatographic Monthly Overview, for the provinces of Lower and Upper Silesia; Published by the Meteorological Observatory Breslau; Krieten 1932",German,דוח|Report,print,original,,1932,1932,,
