item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class
IL-MTFN-001-G-F-0355-003-R0008	IL-MTFN-001-G-F-0355-003	visit	Translation Copy of Ata Miron's 1936 Letter	Copy of a translation of a letter (14 pages) that Ata Miron wrote in 1936, during his first visit to the Land of Israel, before his final immigration. In the letter, he refers to the various forms of settlement, problems, ways of improvement, tensions between old and new immigrants, and more.	Kopie einer Übersetzung eines Briefes (14 Seiten), den Ata Miron 1936 während seines ersten Besuchs in Eretz Israel vor seiner endgültigen Einwanderung schrieb. In dem Brief bezieht er sich auf die verschiedenen Formen der Besiedlung, Probleme, Verbesserungsmöglichkeiten, Spannungen zwischen alten und neuen Einwanderern und mehr.	העתק תרגום של מכתב (14 דפים) שאטה מירון כתב ב-1936, בעת ביקורו הראשון בארץ ישראל, טרם עלייתו הסופית. במכתב הוא מתייחס להתיישבות על צורותיה השונות, הבעיות, דרכים לשיפור, מתחים בין העולים הותיקים לעולים החדשים ועוד.	Hebrew	1936	Unknown	מכתב|Letter|מסמך מתורגם|Translated Document	Ata Miron	Communication Document
IL-MTFN-001-G-F-0358-001-R0016	IL-MTFN-001-G-F-0358-001	visit	Travel and Train Pass	Travel and train pass (in very bad condition).	Reise- und Zugpass (in sehr schlechtem Zustand).	תעודת מעבר ונסיעה ברכבות (במצב מאד לא טוב).	Unspecified		Unknown	תעודה|Certificate		Certificate
IL-MTFN-001-G-F-0361-001-R0017	IL-MTFN-001-G-F-0361-001	memoir	Memorial Words for Dr. Hubert Polak	Copy, page with memorial words for Dr. Hubert Polak, printed in German, 1967. From the memorial words, it is learned that he was a Zionist activist.	Kopie, Seite mit Erinnerungen an Dr. Hubert Polak, gedruckt auf Deutsch, 1967. Aus den Erinnerungen lernt man, dass er ein zionistischer Aktivist war.	העתק, דף עם דברים לזכרו של דר' הוברט פולק, גרמנית מודפסת, 1967. מתוך הדברים לזכרו למדים שהיה פעיל ציוני.	German	1967	Print	מכתב|Letter	דר' הוברט פולק	EgoDocument
IL-MTFN-001-G-F-0362-002-R0007	IL-MTFN-001-G-F-0362-002	diary	Annelise's Baby Diary by Lisbet Neumann	Baby diary Annelise written by the mother Lisbet Neumann née Caro.	Babytagebuch Annelise, geschrieben von der Mutter Lisbet Neumann geb. Caro.	יומן התינוקת אנליזה Annelise שכתבה האם ליסבט נוימן לבית קארו Lisbet Neumann geb. Caro.	Hebrew|German		Unknown	יומן|Diary	Lisbet Neumann	EgoDocument
IL-MTFN-001-G-F-0362-002-R0008	IL-MTFN-001-G-F-0362-002	diary	Walter's Baby Diary by Lisbeth Neumann	The baby diary of Walter, written by the mother Lisbeth Neumann, née Caro.	Das Baby-Tagebuch von Walter, geschrieben von der Mutter Lisbeth Neumann, geborene Caro.	יומן התינוק ולטר Walter שכתבה האם ליסבט נוימן לבית קארו.	Hebrew		Handwritten	יומן|Diary	Walter	EgoDocument
IL-MTFN-001-G-F-0362-005-R0001	IL-MTFN-001-G-F-0362-005	diary	Lisbeth Caro's Life Journal	A luxurious book/notebook in which Lisbeth Caro (later Neumann) wrote a life journal in 1893. Written in beautiful German handwriting, a total of 29 pages written (dozens of pages remained blank). The information that the writing is by Lisbeth Neumann née Caro was provided by the donor, Miriam Sela. When comparing Lisbeth's handwriting from her diary to that found in the album, see G.F.0362 / 6, it is hard to believe it is the same hand that wrote, despite the 19-year difference between writing the diary in 1893 and writing the texts in the album in 1912. No other identification/comparison possibilities were found.	Ein luxuriöses Buch/Notizbuch, in dem Lisbeth Caro (später Neumann) 1893 ein Lebensjournal schrieb. In schöner Handschrift auf Deutsch geschrieben, insgesamt 29 Seiten geschrieben (Dutzende Seiten blieben leer). Die Information, dass der Text von Lisbeth Neumann geb. Caro stammt, wurde von der Spenderin Miriam Sela übermittelt. Wenn man Lisbeths Schrift aus ihrem Tagebuch mit der im Album vergleicht, siehe G.F.0362 / 6, ist es schwer zu glauben, dass es dieselbe Hand ist, die geschrieben hat, trotz des Unterschieds von 19 Jahren zwischen dem Schreiben des Tagebuchs 1893 und dem Schreiben der Texte im Album 1912. Es wurden keine anderen Identifikations-/Vergleichsmöglichkeiten gefunden.	"ספר/מחברת מפואר/ת בו כתבה ליסבט קארו (לימים נוימן) בשנת 1893 יומן חיים. כתוב בגרמנית בכתב יד יפה, סה""כ כתבה 29 עמודים (עשרות דפים נותרו ריקים). המידע שהכתיבה היא של ליסבט נוימן לבית קארו נמסר ע""י התורמת, מרים סלע. אם משווים את הכתב של ליסבט מיומנה לבין זה שמצוי באלבום, ראה G.F.0362 / 6 ,קשה להאמין שזאת אותה היד שכתבה וזאת למרות ההפרש של 19 שנה בין כתיבת היומן ב-1893 לכתיבת הטקסטים באלבום ב-1912. לא נמצאו אפשרויות זיהוי/השואה אחרים."	German	1893	Handwritten	יומן|Diary	Lisbeth Neumann	EgoDocument
IL-MTFN-001-G-F-0362-005-R0002	IL-MTFN-001-G-F-0362-005	diary	Family Notebook of the Neumann Family	A very thick notebook into which poems, recitations, stories, radio plays, and humor were written and copied, written by members of the Neumann family for events such as birthdays, anniversaries, and more. The handwriting in the notebook changes according to the person who wrote in the notebook. Sometimes it is possible to identify for which event and by whom the writing was done. Usually, a date is noted. This family notebook was written from 1903 to 1948, meaning the writing probably started in Breslau and ended in Nahariya.	Ein sehr dickes Notizbuch, in das Gedichte, Rezitationen, Geschichten, Hörspiele und Humor geschrieben und kopiert wurden, die von Mitgliedern der Familie Neumann für Anlässe wie Geburtstage, Hochzeitstage und mehr geschrieben wurden. Die Schrift im Notizbuch ändert sich je nach Person, die im Notizbuch geschrieben hat. Manchmal kann man erkennen, für welchen Anlass und von wem die Schrift gemacht wurde. Meistens ist ein Datum angegeben. In dieses Familiennotizbuch wurde von 1903 bis 1948 geschrieben, das heißt, der Beginn des Schreibens war wahrscheinlich in Breslau, das Ende wahrscheinlich in Nahariya.	"מחברת עבה מאד לתוכה נכתבו והועתקו שירים, דיקלומים, סיפורים, תסכיתים והומור, שנכתבו ע""י בני משפחת נוימן לאירועים כמו: ימי הולדת, ימי נישואין ועוד. הכתב במחברת משתנה בהתאם לאדם שכתב במחברת. לעיתים ניתן לזהות לאיזה אירוע ושל מי נעשתה הכתיבה. לרוב יש ציון תאריך. לתוך מחברת משפחתית זאת נכתב מ-1903 עד 1948 דהיינו, התחלת הכתיבה כנראה בברסלאו, סיומה בארץ ככל הנראה בנהריה."	Hebrew	1903	Handwritten	יומן|Diary	Neumann	EgoDocument
IL-MTFN-001-G-F-0362-006-R0001	IL-MTFN-001-G-F-0362-006	visit	Album documenting Lisbeth and Arthur Neumann's 1912 trip	In about half of the album, art and landscape postcards/places in Europe are pasted, accompanied by long texts in German, Gothic handwriting. The texts and postcards document a trip by Lisbeth and Arthur Neumann, without the children, in 1912. The texts were written by Lisbeth Neumann. The trip was in Germany, Austria, and Italy.	In etwa der Hälfte des Albums sind Kunst- und Landschaftspostkarten/Orte in Europa eingeklebt, die von langen Texten in deutscher Sprache, gotische Handschrift, begleitet werden. Die Texte und Postkarten dokumentieren eine Reise von Lisbeth und Arthur Neumann, ohne die Kinder, im Jahr 1912. Die Texte wurden von Lisbeth Neumann geschrieben. Die Reise fand in Deutschland, Österreich und Italien statt.	"בכחצי מהאלבום מודבקות גלויות אמנות ונוף/מקומות באירופה, שמלווות בטקסטים ארוכים בגרמנית, כתב יד גותי. הטקסטים והגלויות מתעדים נסיעה של ליסבט וארתור נוימן, ללא הילדים, בשנת 1912. כתיבת הטקסטים נעשתה ע""י ליסבט נוימן. הנסיעה היתה בגרמניה, אוסטריה ואיטליה."	German|גרמנית	1912	Handwritten	גלויה|Postcard	Lisbeth Neumann|Arthur Neumann	EgoDocument
IL-MTFN-001-G-F-0363-002-R0003	IL-MTFN-001-G-F-0363-002	diary	Memory Book/Diary of Margaretha Henschel	Memory book/diary on the first page is written Margaretha Henschel in 1901. Writing is found only on the last pages, poems and recitations for family events. The writing was probably done by Margaretha Henschel. From the contents, it can be inferred that Margaretha was the daughter of Emma and Karl Henschel. Also, after her marriage, her last name was Kugelmann. From the contents, it can be inferred that she had (at least) two sons, Emil and Robert. The writing was done in the years 1902;1910, no place specified.	Erinnerungsbuch/Tagebuch auf der ersten Seite steht Margaretha Henschel im Jahr 1901. Schreiben findet sich nur auf den letzten Seiten, Gedichte und Rezitationen für Familienereignisse. Das Schreiben wurde wahrscheinlich von Margaretha Henschel verfasst. Aus den Inhalten lässt sich schließen, dass Margaretha die Tochter von Emma und Karl Henschel war. Außerdem war ihr Nachname nach der Heirat Kugelmann. Aus den Inhalten lässt sich schließen, dass sie (mindestens) zwei Söhne hatte, Emil und Robert. Das Schreiben erfolgte in den Jahren 1902;1910, kein Ort angegeben.	"ספר זיכרונות/יומן על העמוד הראשון רשום מרגרטה הנשל ב-1901. כתיבה מצויה רק בדפים האחרונים, שירים ודיקלומים לאירועים משפחתיים. הכתיבה נעשתה ככל הנראה ע""י מרגרטה הנשל. מתוך התכנים אפשר להסיק, שמרגרטה היתה בתם שח אמה וקרל הנשל. כמו כן, לאחר נישואיה היה שם משפחתה קוגלמן Kugelmann. מהתכנים ניתן להסיק, שהיו לה (לפחות) שני בנים אמיל ורוברט. הכתיבה נעשתה בשנים 1902;1910, לא מצוין מקום."	Hebrew|German	1902	Handwritten	יומן|Diary	Margaretha Henschel	EgoDocument
IL-MTFN-001-G-F-0364-001-R0001	IL-MTFN-001-G-F-0364-001	papers	Peiser Family Estate: Writings by Chava Eliasaf	Estate of the Peiser family:; several sections written by Chava Eliasaf, in printed German, about her grandparents and parents.	Nachlass der Familie Peiser:; mehrere Abschnitte, die Chava Eliasaf auf Deutsch geschrieben hat, über ihre Großeltern und Eltern.	עיזבון של משפחת פייזר Peiser:; מספר קטעים שכתבה חוה אליאסף, בגרמנית מודפסת, על סביה והוריה.	German		Typewritten	Letter		EgoDocument
IL-MTFN-001-G-F-0364-001-R0010	IL-MTFN-001-G-F-0364-001	papers	Palestinian Citizenship Certificate for Eliasov Family	Estate of Yehuda Eliasaf:; Palestinian citizenship certificate from the British Mandate for Dr. Walter and Mathilde Eliasov, issued in 1939. It also lists the two sons Wolfgang and Yehuda. Photos of the parents are attached to the certificate.	Nachlass von Jehuda Eliasaf:; Palästinensisches Staatsbürgerschaftszertifikat aus dem britischen Mandat für Dr. Walter und Mathilde Eliasov, ausgestellt 1939. Auch die beiden Söhne Wolfgang und Jehuda sind darauf verzeichnet. Dem Zertifikat sind Fotos der Eltern beigefügt.	עיזבון של יהודה אליאסף:; תעודת נתינות פלשתינאית מהמנדט הבריטי לדר' ולטר ומתילדה אליאסוב, הוצאה ב-1939. עליה רשומים גם שני הבנים וולפגנג ויהודה. לתעודה מחוברות תמונות ההורים.	Hebrew|עברית	1939	Unknown	תעודה|Certificate		Certificate
IL-MTFN-001-G-F-0371-001-R0005	IL-MTFN-001-G-F-0371-001	diary	Diary of Ernst's First Year	A notebook in which she wrote in German, a diary about her son, Ernst, in his first year. The notebook is accompanied by the typewritten version of the diary in the original language, a total of 20 pages and one page, translated into Hebrew.	Ein Notizbuch, in dem sie auf Deutsch ein Tagebuch über ihren Sohn Ernst im ersten Jahr geschrieben hat. Dem Notizbuch ist der Originaldruck des Tagebuchs beigefügt, insgesamt 20 Seiten und eine Seite, die ins Hebräische übersetzt wurde.	"פנקס בו כתבה בכתב יד, גרמנית, יומן על בנה, ארנסט, בשנתו הראשונה. לפנקס מצורפת ההדפסה של היומן בשפת המקור, סה""כ 20 עמודים ועמוד אחד, שתורגם לעברית."	German|Hebrew		Handwritten	יומן|Diary	Ernst	EgoDocument
IL-MTFN-001-G-F-0371-001-R0010	IL-MTFN-001-G-F-0371-001	hometown	Discharge and Commendation Certificate for Moses Stein	Discharge and commendation certificate from the army for the volunteer soldier Moses Stein from the Polish city of Stargard, West Prussia. Among other things: He behaved exemplary throughout his service, defending his king and the homeland. This certificate serves as proof that he was a good and brave soldier. Jülich, year 1814.	Entlassungs- und Anerkennungsurkunde aus der Armee für den Freiwilligen Soldaten Moses Stein aus der polnischen Stadt Stargard, Westpreußen. Unter anderem: Er verhielt sich während seines gesamten Dienstes vorbildlich, verteidigte seinen König und das Vaterland. Diese Urkunde dient als Beweis, dass er ein guter und mutiger Soldat war. Jülich, Jahr 1814.	תעודת שחרור והערכה מהצבא לחייל המתנדב משה שטיין Moses Stein מהעיר הפולנית זטרגרד Stargard, פרוסיה המערבית. בין היתר: התנהג למופת במשך כל שרותו, מגן על מלכו ועל המולדת. תעודה זאת לראיה שהיה חייל טוב ואמיץ. יוליך Juelich, שנת 1814.	Hebrew|German	1814	Print	תעודה|Certificate	Moses Stein	Certificate
IL-MTFN-001-G-F-0371-001-R0011	IL-MTFN-001-G-F-0371-001	hometown	Proclamation by King Friedrich Wilhelm III, June 1814	A proclamation signed by Friedrich Wilhelm (King Friedrich Wilhelm III), June 1814, with the title: An mein Heer! Translation: To my army! After the victory of the Allies over Napoleon, the king sits in Paris and praises his army with many superlatives, among others: You did not disappoint my faith in you and the expectation of the homeland, you fought from the Oder River to the Seine and no atrocity will mar the victory. All of Europe looks at you with appreciation, you have preserved the honor of the homeland. Paris, 1814.	Ein Plakat, unterzeichnet von Friedrich Wilhelm (König Friedrich Wilhelm III), Juni 1814, mit dem Titel: An mein Heer! Übersetzung: An meine Armee! Nach dem Sieg der Alliierten über Napoleon sitzt der König in Paris und lobt seine Armee in vielen Superlativen, unter anderem: Ihr habt mein Vertrauen in euch und die Erwartung des Vaterlandes nicht enttäuscht, ihr habt vom Fluss Oder bis zur Seine gekämpft und keine Gräueltat wird den Sieg trüben. Ganz Europa schaut mit Anerkennung auf euch, ihr habt die Ehre des Vaterlandes bewahrt. Paris, 1814.	כרוז עליו חתום פרידריך וילהלם (המלך פרידריך וילהלם ה;3), יוני 1814, עם הכותרת: An mein Heer! תרגום: אל הצבא שלי! אחרי ניצחון בעלות הברית על נפוליאון, המלך יושב בפריס ובכרוז משבח את צבאו בסופרלטיבים רבים, בין היתר: לא איכזבתם את אמונתי בכם והציפיה של המולדת, לחמתם מנהר האודר Oder עד לסיין Sein ושום מעשה זוועה לא יעכיר את הניצחון. כל אירופה מסתכלת עליכם בהערכה, שמרתם על כבוד המולדת. פריס, 1814.	German|גרמנית	1814-06	Print	כרוז|Proclamation	Friedrich Wilhelm	Communication Document
