item_id	parent	item_description	german_translation	english_translation	format	language	creation_date	publication_date	number_of_pages	documentary_form_type	production_technique_type	main_subject	record_state	title	item_class	document_type	creation_place	transkribus_doc_ids	transkribus_titles	transkribus_n_docs	transkribus_pages	transkribus_lines	transkribus_pages_final	transkribus_pages_gt	transkribus_pages_in_progress	transkribus_pages_new
IL-MTFN-001-G-F-0353-039-R0003	IL-MTFN-001-G-F-0353-039	8. מיצירות יוסף אריך Josef Erich; 9. יצירה של ז'ורנו Journeaux; 10. יצירות קטנות, ככל הנראה איורים לספרים של ז. יודוביץ' S. Judowiz, שנות ה;20 וה;30 למאה ה;20.	8. Aus den Werken von Josef Erich; 9. Werk von Journeaux; 10. Kleine Werke, wahrscheinlich Illustrationen für Bücher von S. Judowiz, 20er und 30er Jahre des 20. Jahrhunderts.	8. From the works of Josef Erich; 9. Work by Journeaux; 10. Small works, probably illustrations for books by S. Judowiz, 1920s and 1930s.	Unknown	Unspecified							other	Works by Josef Erich and Journeaux	Creative Fiction	לא מזוהה|Unrecognized										
IL-MTFN-001-G-F-0353-039-R0004	IL-MTFN-001-G-F-0353-039	11. יצירו קטנות, ככל הנראה איורים לספרים של א. לוגובורג E. Logoburg, שנות ה;20 וה;30 למאה ה;20.	11. Kleine Werke, wahrscheinlich Illustrationen für Bücher von A. Logoburg E. Logoburg, 20er und 30er Jahre des 20. Jahrhunderts.	11. Small works, probably illustrations for books by A. Logoburg E. Logoburg, 1920s and 1930s.	Visual Element	Unspecified	1920				drawing	E. Logoburg	original	Illustrations for Books by E. Logoburg	Creative Nonfiction	ציור|Painting										
IL-MTFN-001-G-F-0353-039-R0005	IL-MTFN-001-G-F-0353-039	"אלבום (עבודת יד) ל;""שנה טובה תש""ב"", 1942 להרמן שטרוק מאת תלמידיו. באלבום מובקים ציורים הומוריסטים בשחור/לבן, שמתארים סצנות מהחיים. לצד כל ציור נמצא טקסט בעברית או בגרמנית שמסביר את הסצנה בציור. מלי הוסיפה בגרמנית, עיפרון, שהציורים צוירו לבדיחותיו של הרמן שטרוק אותן סיפר לתלמידיו. (ההתרשמות היא שכל הציורים הם יצירתו של אדם אחד, לא ידוע מי)"	"Album (Handarbeit) für ""Schana Towa 5702"", 1942 für Hermann Struck von seinen Schülern. Im Album sind humorvolle Zeichnungen in Schwarz/Weiß eingebunden, die Szenen aus dem Leben darstellen. Neben jeder Zeichnung befindet sich ein Text auf Hebräisch oder Deutsch, der die Szene im Bild erklärt. Meli fügte auf Deutsch mit Bleistift hinzu, dass die Zeichnungen zu den Witzen von Hermann Struck gemacht wurden, die er seinen Schülern erzählte. (Der Eindruck ist, dass alle Zeichnungen das Werk einer unbekannten Person sind.)"	"Album (handmade) for ""Happy New Year 5702"", 1942 for Hermann Struck by his students. The album contains humorous black and white drawings depicting scenes from life. Next to each drawing is a text in Hebrew or German explaining the scene in the drawing. Meli added in German, in pencil, that the drawings were made for Hermann Struck's jokes that he told his students. (The impression is that all the drawings are the work of one unknown person.)"	Handwritten	Hebrew|German	1942				drawing	Hermann Struck	original	Handmade Album for Hermann Struck, 1942	Creative Nonfiction	Album										
IL-MTFN-001-G-F-0353-041-R0001	IL-MTFN-001-G-F-0353-041	9 ציורי שמן על דיקט, 9 ציורי שמן על דיקט	9 Ölgemälde auf Sperrholz, 9 Ölgemälde auf Sperrholz	9 oil paintings on plywood, 9 oil paintings on plywood	Visual Element	Irrelevant					drawing		original	9 Oil Paintings on Plywood	Image	ציור|Painting										
IL-MTFN-001-G-F-0353-044-R0001	IL-MTFN-001-G-F-0353-044	כמו כן מאמר על תווי ספר (אקסליבריס) עם דוגמאות של מספר תווי ספר מאמנים שונים.	Ebenso ein Artikel über Buchzeichen (Exlibris) mit Beispielen von mehreren Buchzeichen von verschiedenen Künstlern.	Also an article on bookplates (ex libris) with examples of several bookplates from different artists.	Unknown	Hebrew|עברית							original	Article on Bookplates with Examples	Creative Nonfiction	מאמר|Article										
IL-MTFN-001-G-F-0353-044-R0002	IL-MTFN-001-G-F-0353-044	שני מאמרים נוספים מהשנים: 1937 ן;1940	Zwei weitere Artikel aus den Jahren: 1937 und 1940	Two additional articles from the years: 1937 and 1940	Unknown	Unspecified							other	Two Additional Articles from 1937 and 1940	Creative Nonfiction	מאמר|Article										
IL-MTFN-001-G-F-0353-045-R0001	IL-MTFN-001-G-F-0353-045	באה שרוטנר צילמה והדפיסה מכתבים מהתכתבות שטרוק ששמורים בארכיון במינכן, גרמניה., המכתבים מודפסים על 22 דפים.	Baha Schrotner fotografierte und druckte Briefe aus der Korrespondenz von Struck, die im Archiv in München, Deutschland, aufbewahrt werden. Die Briefe sind auf 22 Seiten gedruckt.	Baha Shrotner photographed and printed letters from the Struck correspondence kept in the archive in Munich, Germany. The letters are printed on 22 pages.	Typewritten	German			22		typewriting		copy	Struck Correspondence Letters	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-045-R0002	IL-MTFN-001-G-F-0353-045	"בתיק סיכום המכתבים בעברית, גם הוא על 22 דפים, תורגם וסוכם ע""י תמר זגר."	Im Aktenordner mit der Zusammenfassung der Briefe auf Hebräisch, ebenfalls auf 22 Seiten, übersetzt und zusammengefasst von Tamar Zager.	In the file of the summary of the letters in Hebrew, also on 22 pages, translated and summarized by Tamar Zager.	Typewritten	Hebrew			22		typewriting		copy	Summary of Letters in Hebrew	Communication Document	Translated Document										
IL-MTFN-001-G-F-0353-049-R0001	IL-MTFN-001-G-F-0353-049	"רשימה, 2 עמודים, של מסמכי עזבון בנושאי מוסיקה, ששולח ד""ר איגנץ אמריך Ignaz Emerich, חיפה, אל י. א. סטרגרד Firma I. A. Stargardt חברה למכירות פומביות במרבורג ,Marburg גרמניה. גרמנית, הדפסה, 1969."	Liste, 2 Seiten, von Nachlassdokumenten zu Musikthemen, gesendet von Dr. Ignaz Emerich, Haifa, an Firma I. A. Stargardt, Auktionshaus in Marburg, Deutschland. Deutsch, Maschinenschrift, 1969.	List, 2 pages, of estate documents on music topics, sent by Dr. Ignaz Emerich, Haifa, to Firma I. A. Stargardt, auction house in Marburg, Germany. German, typewritten, 1969.	Typewritten	German	1969		2		typewriting	Ignaz Emerich	original	List of Estate Documents on Music by Dr. Ignaz Emerich	EgoDocument	רשימה|List										
IL-MTFN-001-G-F-0353-049-R0002	IL-MTFN-001-G-F-0353-049	"2 מכתבים תודה אל מלי שטרוק מבנק לאומי, חתום ע""י דר' א. ברט Dr. A. Barth על תמונה של אלברט איינשטיין, שצוירה ע""י שטרוק. כאשר התמונה תתלה מלי תוזמן לראותה. עברית וגרמנית, 1955."	2 Dankesbriefe an Meli Struck von der Bank Leumi, unterzeichnet von Dr. A. Barth, über ein Bild von Albert Einstein, das von Struck gemalt wurde. Wenn das Bild aufgehängt wird, wird Meli eingeladen, es zu sehen. Hebräisch und Deutsch, 1955.	2 thank you letters to Meli Struck from Bank Leumi, signed by Dr. A. Barth, about a picture of Albert Einstein painted by Struck. When the picture is hung, Meli will be invited to see it. Hebrew and German, 1955.	Unknown	Hebrew|German	1955			yes	typewriting	Meli Struck	original	Thank You Letters to Meli Struck	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-049-R0003	IL-MTFN-001-G-F-0353-049	3 עמודים עם רשימות: ספרים, תחריטים וליטוגרפיות. גרמנית, הדפסה, ללא תאריך.	3 Seiten mit Listen: Bücher, Stiche und Lithographien. Deutsch, Schreibmaschine, ohne Datum.	3 pages with lists: books, engravings, and lithographs. German, typewritten, no date.	Typewritten	German			3		typewriting		original	Lists of Books, Engravings, and Lithographs	EgoDocument	רשימה|List										
IL-MTFN-001-G-F-0353-049-R0004	IL-MTFN-001-G-F-0353-049	19 עמודים עם רשימות של ספרים, גרמנית & אנגלית & צרפתית. גרמנית, הדפסה, ללא תאריך.	19 Seiten mit Listen von Büchern, Deutsch & Englisch & Französisch. Deutsch, Schreibmaschine, ohne Datum.	19 pages with lists of books, German & English & French. German, typewritten, no date.	Typewritten	German|English|Other			19		typewriting		original	Book Lists in Multiple Languages	EgoDocument	רשימה|List										
IL-MTFN-001-G-F-0353-049-R0005	IL-MTFN-001-G-F-0353-049	21 עמודים עם רשימות ספרים, הספרים מהספריה שבחדר האורחים. גרמנית, הדפסה, ללא תאריך.	21 Seiten mit Bücherlisten, die Bücher aus der Bibliothek im Gästezimmer. Deutsch, Druck, ohne Datum.	21 pages with book lists, the books from the library in the guest room. German, typewritten, no date.	Typewritten	German			21		typewriting		original	Book Lists from Guest Room Library	EgoDocument	רשימה|List										
IL-MTFN-001-G-F-0353-049-R0006	IL-MTFN-001-G-F-0353-049	"רשימת יצירות של רישומים וצבעי מים, שניתנו לספריית בר אילן, סה""כ 15 יצירות. נכתבה בכתב יד בעברית ע""י רות לרר ובחתימתה. 1968."	Liste von Werken aus Zeichnungen und Aquarellen, die der Bibliothek Bar-Ilan gegeben wurden, insgesamt 15 Werke. Handschriftlich auf Hebräisch von Ruth Lerer geschrieben und unterschrieben. 1968.	List of works of drawings and watercolors, given to the Bar-Ilan Library, a total of 15 works. Written in Hebrew handwriting by Ruth Lerer and signed. 1968.	Handwritten	Hebrew	1968				handwriting	רות לרר	original	List of Works Given to Bar-Ilan Library	EgoDocument	רשימה|List										
IL-MTFN-001-G-F-0353-049-R0007	IL-MTFN-001-G-F-0353-049	16 עמודים עם רשימות של ספרים, כתבי עת מפלשתינה, כתבי עת בהולנדית יומנים וקטלוגים.; גרמנית, אנגלית, הולנדית. אין תאריך.	16 Seiten mit Listen von Büchern, Zeitschriften aus Palästina, Zeitschriften auf Niederländisch, Tagebüchern und Katalogen.; Deutsch, Englisch, Niederländisch. Kein Datum.	16 pages with lists of books, journals from Palestine, journals in Dutch, diaries, and catalogs.; German, English, Dutch. No date.	Unknown	German|English|Other			16				original	Lists of Books and Journals	Organization Papertrail	רשימה|List										
IL-MTFN-001-G-F-0353-049-R0008	IL-MTFN-001-G-F-0353-049	3 עמודים עם רשימות ספרים בעברית. ללא תאריך.	3 Seiten mit Bücherlisten auf Hebräisch. Ohne Datum.	3 pages with book lists in Hebrew. No date.	Unknown	Hebrew			3				original	Book Lists in Hebrew	EgoDocument	רשימה|List										
IL-MTFN-001-G-F-0353-049-R0009	IL-MTFN-001-G-F-0353-049	התכתבות בין מלי שטרוק וקלמן שלזינגר Kalman Schlesinger בקשר עם העברתם של רשימות ספרים וספרים ממלי אליו לתל אביב. גרמנית, הדפסה, יוני & יולי 1944.	Korrespondenz zwischen Meli Struck und Kalman Schlesinger bezüglich der Übertragung von Bücherlisten und Büchern von Meli an ihn nach Tel Aviv. Deutsch, Maschinenschrift, Juni & Juli 1944.	Correspondence between Meli Struck and Kalman Schlesinger regarding the transfer of book lists and books from Meli to him in Tel Aviv. German, typewritten, June & July 1944.	Typewritten	German	1944-06			yes	typewriting		original	Correspondence between Meli Struck and Kalman Schlesinger	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-049-R0010	IL-MTFN-001-G-F-0353-049	40 עמודים עם רשימות ספרים מספריית שטרוק שבחדר האורחים. גרמנית, הדפסה, אין תאריך.	40 Seiten mit Buchlisten aus der Struck-Bibliothek im Wohnzimmer. Deutsch, Schreibmaschine, kein Datum.	40 pages with book lists from the Struck library in the living room. German, typewritten, no date.	Typewritten	German			40		typewriting		original	Book Lists from Struck Library	Organization Papertrail	רשימה|List										
IL-MTFN-001-G-F-0353-049-R0011	IL-MTFN-001-G-F-0353-049	עמוד אחד עם רשימה של ספרים עם המחיר של כל ספר בלירה;פלשתינית. בראש הרשימה רשום בעפרון השם ורהפטיג Wahrhaftig. גרמנית, הדפסה, אין תאריך.	Eine Seite mit einer Liste von Büchern mit dem Preis jedes Buches in palästinensischen Pfund. Oben auf der Liste ist der Name Wahrhaftig mit Bleistift geschrieben. Deutsch, Druck, kein Datum.	One page with a list of books with the price of each book in Palestinian pounds. At the top of the list, the name Wahrhaftig is written in pencil. German, typewritten, no date.	Typewritten	German			1		typewriting	Wahrhaftig	original	Book List with Prices	Financial_Document	רשימה|List										
IL-MTFN-001-G-F-0353-049-R0012	IL-MTFN-001-G-F-0353-049	העתק, 2 עמודים עם רשימות של יצירות ושנת היצירה. גרמנית, הדפסה, אין תאריך.	Kopie, 2 Seiten mit Listen von Werken und dem Jahr der Entstehung. Deutsch, Maschinenschrift, kein Datum.	Copy, 2 pages with lists of works and year of creation. German, typewritten, no date.	Typewritten	German			2		typewriting		copy	Copy of Lists of Works	EgoDocument	רשימה|List										
IL-MTFN-001-G-F-0353-049-R0013	IL-MTFN-001-G-F-0353-049	"15 עמודים עם רשימות של גרפיקות, תחריטים וליטוגרפיות, תחת הכותרת : Graphik;Sammlung ""אוסף גרפיקה"". גרמנית, הדפסה, אין תאריך."	"15 Seiten mit Listen von Grafiken, Stichen und Lithografien, unter dem Titel: Graphik;Sammlung ""Grafiksammlung"". Deutsch, Druck, kein Datum."	"15 pages with lists of graphics, engravings, and lithographs, under the title: Graphik;Sammlung ""Graphic Collection"". German, typewritten, no date."	Typewritten	German			15		typewriting		original	"Graphik;Sammlung ""אוסף גרפיקה"""	Ephemera	רשימה|List										
IL-MTFN-001-G-F-0353-049-R0014	IL-MTFN-001-G-F-0353-049	עמוד אחד עם רשימה, של יצירות, שהיו בארון דמשק. גרמנית, הדפסה, אין תאריך.	Eine Seite mit einer Liste von Werken, die im Damaskus-Schrank waren. Deutsch, Druck, kein Datum.	One page with a list of works that were in the Damascus cabinet. German, typewritten, no date.	Typewritten	German			1		typewriting		original	List of Works in Damascus Cabinet	EgoDocument	רשימה|List										
IL-MTFN-001-G-F-0353-050-R0001	IL-MTFN-001-G-F-0353-050	"על חלק מהקטעים ניתן לזהות את שם העיתון והתאריך. זוהו עיתונים מ-: ארה""ב 1912, לבוב (למברג) 1914, לונדון 1921, קובנה 1924."	Auf einigen der Abschnitte kann man den Namen der Zeitung und das Datum erkennen. Zeitungen aus den USA 1912, Lemberg 1914, London 1921, Kowno 1924 wurden identifiziert.	On some of the sections, the name of the newspaper and the date can be identified. Newspapers from the USA 1912, Lviv (Lemberg) 1914, London 1921, Kaunas 1924 were identified.	Unknown	Other							other	Newspaper Clippings from Various Years	Ephemera	גזיר עיתון|News Clipping										
