item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class	max_year
IL-MTFN-001-G-F-0361-001-R0017	IL-MTFN-001-G-F-0361-001	memoir	Memorial Words for Dr. Hubert Polak	Copy, page with memorial words for Dr. Hubert Polak, printed in German, 1967. From the memorial words, it is learned that he was a Zionist activist.	Kopie, Seite mit Erinnerungen an Dr. Hubert Polak, gedruckt auf Deutsch, 1967. Aus den Erinnerungen lernt man, dass er ein zionistischer Aktivist war.	העתק, דף עם דברים לזכרו של דר' הוברט פולק, גרמנית מודפסת, 1967. מתוך הדברים לזכרו למדים שהיה פעיל ציוני.	German	1967	Print	מכתב|Letter	דר' הוברט פולק	EgoDocument	1967
IL-MTFN-001-G-F-0362-005-R0002	IL-MTFN-001-G-F-0362-005	diary	Family Notebook of the Neumann Family	A very thick notebook into which poems, recitations, stories, radio plays, and humor were written and copied, written by members of the Neumann family for events such as birthdays, anniversaries, and more. The handwriting in the notebook changes according to the person who wrote in the notebook. Sometimes it is possible to identify for which event and by whom the writing was done. Usually, a date is noted. This family notebook was written from 1903 to 1948, meaning the writing probably started in Breslau and ended in Nahariya.	Ein sehr dickes Notizbuch, in das Gedichte, Rezitationen, Geschichten, Hörspiele und Humor geschrieben und kopiert wurden, die von Mitgliedern der Familie Neumann für Anlässe wie Geburtstage, Hochzeitstage und mehr geschrieben wurden. Die Schrift im Notizbuch ändert sich je nach Person, die im Notizbuch geschrieben hat. Manchmal kann man erkennen, für welchen Anlass und von wem die Schrift gemacht wurde. Meistens ist ein Datum angegeben. In dieses Familiennotizbuch wurde von 1903 bis 1948 geschrieben, das heißt, der Beginn des Schreibens war wahrscheinlich in Breslau, das Ende wahrscheinlich in Nahariya.	"מחברת עבה מאד לתוכה נכתבו והועתקו שירים, דיקלומים, סיפורים, תסכיתים והומור, שנכתבו ע""י בני משפחת נוימן לאירועים כמו: ימי הולדת, ימי נישואין ועוד. הכתב במחברת משתנה בהתאם לאדם שכתב במחברת. לעיתים ניתן לזהות לאיזה אירוע ושל מי נעשתה הכתיבה. לרוב יש ציון תאריך. לתוך מחברת משפחתית זאת נכתב מ-1903 עד 1948 דהיינו, התחלת הכתיבה כנראה בברסלאו, סיומה בארץ ככל הנראה בנהריה."	Hebrew	1903	Handwritten	יומן|Diary	Neumann	EgoDocument	1948
IL-MTFN-001-G-F-0364-001-R0010	IL-MTFN-001-G-F-0364-001	papers	Palestinian Citizenship Certificate for Eliasov Family	Estate of Yehuda Eliasaf:; Palestinian citizenship certificate from the British Mandate for Dr. Walter and Mathilde Eliasov, issued in 1939. It also lists the two sons Wolfgang and Yehuda. Photos of the parents are attached to the certificate.	Nachlass von Jehuda Eliasaf:; Palästinensisches Staatsbürgerschaftszertifikat aus dem britischen Mandat für Dr. Walter und Mathilde Eliasov, ausgestellt 1939. Auch die beiden Söhne Wolfgang und Jehuda sind darauf verzeichnet. Dem Zertifikat sind Fotos der Eltern beigefügt.	עיזבון של יהודה אליאסף:; תעודת נתינות פלשתינאית מהמנדט הבריטי לדר' ולטר ומתילדה אליאסוב, הוצאה ב-1939. עליה רשומים גם שני הבנים וולפגנג ויהודה. לתעודה מחוברות תמונות ההורים.	Hebrew|עברית	1939	Unknown	תעודה|Certificate		Certificate	1939
IL-MTFN-001-G-F-0371-003-R0006	IL-MTFN-001-G-F-0371-003	visit	German Passport for Elisabeth Stein	German passport (Third Reich) for Elisabeth Stein, née Bieluschowski. Issued in 1936, Breslau. The passport does not have the name addition 'Sara' nor the letter J to indicate her Jewish identity.	Deutscher Reisepass (Drittes Reich) für Elisabeth Stein, geborene Bieluschowski. Ausgestellt 1936 in Breslau. Der Reisepass enthält nicht den Namenszusatz 'Sara' und auch nicht den Buchstaben J zur Kennzeichnung als Jüdin.	דרכון גרמני (הרייך השלישי) לאליזבת שטיין לבית בילושובסקי. הונפק ב-1936, ברסלאו. בדרכון אין את תוספת השם 'שרה' ולא את האות J לציון היותה יהודיה.	German	1936	Print	תעודה|Certificate	Elisabeth Stein	Legal Document	1936
IL-MTFN-001-G-F-0372-001-R0001	IL-MTFN-001-G-F-0372-001	visit	Album with Photos from Emek Hospital, 1947	An album with photos from Emek Hospital, which Batta received upon leaving the place in 1947. Photos of buildings, various staff teams, a doctor's visit in the department, during surgery in the operating room.	Ein Album mit Fotos vom Emek-Krankenhaus, das Batta bei ihrem Verlassen des Ortes im Jahr 1947 erhielt. Fotos von Gebäuden, verschiedenen Mitarbeiterteams, Arztbesuch in der Abteilung, während einer Operation im Operationssaal.	"אלבום עם תמונות מביה""ח העמק אותו קבלה באטה בעת עזיבתה את המקום ב-1947. תמונות של בנינים, צוותי העובדים למיניהם, ביקור רופא במחלקה, בעת ניתוח בחדר הניתוח."	Unspecified	1947	Visual Element	תצלום|Photograph		Image	1947
IL-MTFN-001-G-F-0381-001-R0003	IL-MTFN-001-G-F-0381-001	visit	Letter to Max Weiser Criticizing Propaganda Film	"Regarding his work in the Culture/Cinema Department, see the letter from 18.11.1936 written to Max Weiser. In this letter, he criticizes a propaganda film for the Land of Israel. He always ends his letters with the greeting ""Chazak""."	"Über seine Tätigkeit in der Kultur-/Filmabteilung siehe Brief vom 18.11.1936 an Max Weiser. In diesem Brief kritisiert er einen Propagandafilm für das Land Israel. Er beendet seine Briefe immer mit dem Gruß ""Chazak""."	"על עשייתו במחלקת התרבות/קולנע' ראה מכתב מ-18.11.1936 שכתב אל מקס וייזר Max Weiser. במכתב זה הוא מעביר ביקורת על סרט תעמולה למען ארץ ישראל. את מכתביו הוא מסיים תמיד בברכת ""חזק""."	Hebrew|German	1936-11-18	Unknown	מכתב|Letter	Max Weiser	Communication Document	1936
IL-MTFN-001-G-F-0382-009-R0001	IL-MTFN-001-G-F-0382-009	diary	Diaries of Erich Lehmann	Diaries of Erich Lehmann, which mention cultural events in Nahariya and private events of the Lehmann family. The diaries were recorded by volunteer Barbara Gross until 1967.	Tagebücher von Erich Lehmann, die kulturelle Ereignisse in Nahariya und private Ereignisse der Familie Lehmann erwähnen. Die Tagebücher wurden von der Freiwilligen Barbara Gross bis 1967 erfasst.	יומנים של אריך להמן, בהם יש ציון של אירועי תרבות בנהריה ואירועים פרטים של משפחת להמן, היומנים נקלטו על ידי מתנדבת Barbara Gross עד לשנת 1967	Hebrew		Unknown	יומן|Diary	Erich Lehmann	EgoDocument	1967
IL-MTFN-001-G-F-0382-010-R0001	IL-MTFN-001-G-F-0382-010	diary	Diaries of Erich Lehmann	Diaries of Erich Lehmann, which note cultural events in Nahariya and private events of the Lehmann family. The diaries were recorded by volunteer Barbara Gross until 1967.	Tagebücher von Erich Lehmann, die kulturelle Ereignisse in Nahariya und private Ereignisse der Familie Lehmann vermerken. Die Tagebücher wurden bis 1967 von der Freiwilligen Barbara Gross aufgezeichnet.	יומנים של אריך להמן, בהם יש ציון של אירועי תרבות בנהריה ואירועים פרטים של משפחת להמן, היומנים הקלטו על ידי מתנדבת Barbara Gross עד לשנת 1967.	Hebrew|German		Unknown	יומן|Diary	Erich Lehmann	EgoDocument	1967
IL-MTFN-001-G-F-0385-001-R0001	IL-MTFN-001-G-F-0385-001	memoir	Zichronot by Amira Gatzov	"Amira Gatzov, née Zizel, born 1929, member of Matzuba, wrote her memoirs. Hebrew, 2009. Book title: ""Memories""."	"Amira Gatzov, geborene Zizel, geboren 1929, Mitglied von Matzuba, schrieb ihre Erinnerungen. Hebräisch, 2009. Buchtitel: ""Erinnerungen""."	"עמירה גצוב לבית זיזל ילדת 1929, חברת מצובה, כתבה את זכרונותיה. עברית, 2009. שם הספר: ""זכרונות""."	Hebrew	2009	Unknown	Book	Amira Gatzov	EgoDocument	2009
IL-MTFN-001-G-F-0388-001-R0002	IL-MTFN-001-G-F-0388-001	papers	Letters from the Ausubel Family Estate	Dr. Dan Elder found in the estate of his father, Baruch ben Kalman Ausubel, letters in German from the years 1933 and 1940. The letters are from intra-family correspondence between family members who emigrated to Palestine and those who remained in Germany. In those days, the family lived in Stuttgart. Based on these letters, he wrote the book.	Dr. Dan Elder fand im Nachlass seines Vaters, Baruch ben Kalman Ausubel, Briefe auf Deutsch aus den Jahren 1933 und 1940. Die Briefe stammen aus der innerfamiliären Korrespondenz zwischen den Familienmitgliedern, die nach Palästina ausgewandert sind, und denen, die in Deutschland geblieben sind. In jenen Tagen lebte die Familie in Stuttgart. Basierend auf diesen Briefen schrieb er das Buch.	דר' דן אלדר מצא בעיזבון אביו, ברוך בן קלמן אוסאיבל Ausubel, מכתבים בגרמנית מהשנים 1940;1933. המכתבים מהתכתבות תוך משפחתית בין בני המשפחה שהגרו לפלשתינה לבין אלה שנשארו בגרמניה. באותם ימים חיה המשפחה בשטוטגרט Stuttgart. על סמך המכתבים האלה כתב את הספר.	German|גרמנית	1940	Unknown	מכתב|Letter	Baruch ben Kalman Ausubel	EgoDocument	1940
IL-MTFN-001-G-F-0390-002-R0010	IL-MTFN-001-G-F-0390-002	correspondence	Correspondence with Kibbutz Hanita	In catalog 9R10: Correspondence with Kibbutz Hanita regarding works ordered by the kibbutz: Holy Ark, curtains, cabinet for commemorating the fallen. 1960s.	Im Katalog 9R10: Korrespondenz mit dem Kibbuz Hanita im Zusammenhang mit Arbeiten, die der Kibbuz bei ihm bestellt: Heilige Lade, Vorhänge, Schrank zur Erinnerung an die Gefallenen. 60er Jahre.	בקטלוג 9R10 : התכתבות עם קיבוץ חניתה בהקשר עם עבודות שהקיבוץ מזמין אצלו: ארון קודש, פרוכות, ארון להנצחת הנופלים. שנות ה;60.	Hebrew	1960	Unknown	מכתב|Letter	Kibbutz Hanita	Communication Document	1960
IL-MTFN-001-G-F-0390-002-R0017	IL-MTFN-001-G-F-0390-002	visit	Rudi Lehmann and Hedwig Grossman Correspondence	"In catalog 9R17: Esoteric drawings, Eskimo letters. Envelope with love notes, Rudi writes to Hedwig whom he calls ""little dove"" Täubchen. (Not listed in the catalog); Letter in Hebrew, signed by Rudi Lehmann & Hedwig Grossman, to the Exhibition Committee in Jerusalem. The two want to present their works in a joint exhibition. Givatayim 1969. (The letter is not in the envelope, not listed in the catalog); Postcard, German, Rudi from Jerusalem to Hedwig in Tel Aviv. Waiting for her, announces winning a first prize (?), no date. (Not listed in the catalog)"	"Im Katalog 9R17: Esoterische Zeichnungen, Eskimo-Buchstaben. Umschlag mit Liebesnotizen, Rudi schreibt an Hedwig, die er ""kleine Taube"" Täubchen nennt. (Nicht im Katalog verzeichnet); Brief auf Hebräisch, unterschrieben von Rudi Lehmann & Hedwig Grossman, an das Ausstellungskomitee in Jerusalem. Die beiden möchten ihre Arbeiten in einer gemeinsamen Ausstellung präsentieren. Givatayim 1969. (Der Brief ist nicht im Umschlag, nicht im Katalog verzeichnet); Postkarte, Deutsch, Rudi aus Jerusalem an Hedwig in Tel Aviv. Wartet auf sie, informiert über den Gewinn eines ersten Preises (?), kein Datum. (Nicht im Katalog verzeichnet)"	"בקטלוג 9R17 : רישומים איזוטריים, אותיות אסקימו. מעטפה עם פתקי אהבה, שרודי כותב להדויג אותה הוא מכנה ""יונה קטנה"" Täubchen. (לא רשום בקטלוג); מכתב בעברית, חתום ע""י רודי להמן & הדויג גרוסמן, אל ועדת התערוכות בירושלים. השניים רוצים להציג בתערוכה משותפת את עבודותיהם. גבעתיים 1969. (המכתב לא במעטפה, לא רשום בקטלוג); גלויה, גרמנית, רודי מירושלים אל הדויג בתל אביב. מחכה לה, מודיעה על זכיתה מפרס ראשון (?), אין תאריך. (לא רשום בקטלוג)"	Hebrew|German	1969	Unknown	מכתב|Letter|גלויה|Postcard		Communication Document	1969
IL-MTFN-001-G-F-0390-003-R0008	IL-MTFN-001-G-F-0390-003	visit	Rudi Lehmann's Notes for Chess Exhibition 1969	"In catalog 11R9: A list by Rudi Lehmann for the opening of the chess game exhibition in 1969 for the exhibition visitors. Handwritten in German. Stencil in Hebrew with the title: ""Some notes for the internal exhibition of chess games"", signed: Rudolf Lehmann, guide for formal design, at the Art Institute; Giv'atayim."	"In Katalog 11R9: Liste von Rudi Lehmann zur Eröffnung der Schachspielausstellung 1969 für die Besucher der Ausstellung. Handschriftlich auf Deutsch. Schablone auf Hebräisch mit dem Titel: ""Einige Anmerkungen zur internen Ausstellung der Schachspiele"", unterzeichnet: Rudolf Lehmann, Leitfaden für Formgestaltung, am Kunstinstitut; Giv'atayim."	"בקטלוג 11R9 : רשימה של רודי להמן לרגל פתיחת תערוכת משחק שח ב-1969 עבור מבקרי התערוכה. גרמנית כתב יד. סטנסיל בעברית עם הכותרת: ""מספר הערות לתערוכה הפנימית של משחקי השח"", על החתום: רודולף להמן, מדריך לעיצוב צורתי, במכון לאמנות; גבעתיים."	German|Hebrew	1969	Handwritten	רשימה|List	Rudolf Lehmann	Ephemera	1969
IL-MTFN-001-G-F-0390-008-R0005	IL-MTFN-001-G-F-0390-008	visit	Copy of Article by Deborah Bertonov for 'HaDor'	Copy of an article written by Deborah Bertonov for 'HaDor' after her visit to Rudi's animal exhibition. German typewritten, 1953. Attached is a photo of the article, published in Hebrew.	Kopie eines Artikels, den Deborah Bertonov für 'HaDor' nach ihrem Besuch bei Rudis Tieraustellung schreibt. Deutsch maschinenschriftlich, 1953. Beigefügt ist ein Foto des Artikels, der auf Hebräisch veröffentlicht wurde.	העתק מאמר, שכותבת דבורה ברטונוב ל;'הדור' אחרי ביקורה בתערוכת החיות של רודי. גרמנית הדפסה, 1953. מצורף צילום המאמר, שפורסם בעברית.	German|Hebrew	1953	Typewritten	מאמר|Article	דבורה ברטונוב	Creative Nonfiction	1953
